,danceability,energy,loudness,acousticness,instrumentalness,liveness,valence,tempo,Genre
557,0.662,0.868,-4.025,0.00882,0.00244,0.584,0.353,92.998,Pop
558,0.708,0.587,-7.93,0.273,0.0,0.0718,0.554,83.46,Pop
559,0.617,0.642,-8.624,0.13,0.157,0.0929,0.221,105.885,Pop
560,0.808,0.535,-12.521,0.179,9.91e-05,0.158,0.848,114.031,Pop
561,0.927,0.573,-5.804,0.0339,0.000179,0.1,0.767,114.994,Pop
562,0.714,0.6,-8.365,0.0465,0.0,0.0646,0.504,82.017,Pop
563,0.767,0.543,-7.881,0.049,0.0,0.115,0.485,106.029,Pop
564,0.665,0.749,-6.526,0.0375,1.95e-06,0.0837,0.701,146.886,Pop
565,0.653,0.609,-7.519,0.263,0.00101,0.233,0.482,95.982,Pop
566,0.584,0.7,-4.251,0.512,2.43e-05,0.13,0.549,163.953,Pop
567,0.63,0.625,-5.088,0.231,0.0,0.0765,0.683,167.998,Pop
568,0.888,0.815,-4.909,0.23,0.000424,0.127,0.961,127.273,Pop
569,0.62,0.406,-9.419,0.577,0.0,0.099,0.224,90.048,Pop
570,0.73,0.767,-5.414,0.0507,0.0,0.145,0.376,122.018,Pop
571,0.736,0.449,-7.956,0.506,6.63e-05,0.117,0.487,147.971,Pop
572,0.66,0.7,-8.316,0.0489,9.63e-06,0.266,0.173,98.029,Pop
573,0.584,0.54,-7.786,0.0895,0.0,0.261,0.195,137.972,Pop
574,0.698,0.859,-5.234,0.114,0.208,0.228,0.518,126.039,Pop
575,0.47,0.422,-7.474,0.177,0.000216,0.0879,0.218,149.505,Pop
576,0.598,0.74,-7.391,0.026,0.0,0.0895,0.342,123.945,Pop
577,0.858,0.638,-4.742,0.106,0.0,0.107,0.697,155.828,Pop
578,0.455,0.688,-4.747,0.041,0.0,0.354,0.413,148.038,Pop
579,0.634,0.496,-6.077,0.333,0.0,0.13,0.546,119.627,Pop
580,0.566,0.766,-5.036,0.431,0.0,0.101,0.547,168.005,Pop
581,0.506,0.275,-8.464,0.494,0.00377,0.101,0.0639,153.769,Pop
582,0.66,0.707,-5.758,0.397,0.0,0.211,0.761,89.279,Pop
583,0.594,0.936,-3.396,0.252,0.0743,0.091,0.393,122.868,Pop
584,0.552,0.741,-5.419,0.284,8.2e-05,0.334,0.718,69.709,Pop
585,0.618,0.66,-8.14,0.0292,2.07e-06,0.325,0.408,105.0,Pop
586,0.475,0.404,-8.899,0.65,0.0,0.1,0.463,104.513,Pop
587,0.678,0.572,-7.033,0.00374,6.59e-05,0.118,0.444,87.165,Pop
588,0.407,0.147,-8.822,0.857,2.89e-06,0.0913,0.0765,141.284,Pop
589,0.669,0.747,-7.108,0.141,0.0,0.185,0.483,122.531,Pop
590,0.678,0.812,-2.698,0.0365,1.48e-06,0.0805,0.293,110.035,Pop
591,0.52,0.449,-8.957,0.205,0.000687,0.191,0.364,189.243,Pop
592,0.765,0.398,-8.993,0.0681,8.48e-06,0.14,0.348,95.976,Pop
593,0.553,0.954,-2.883,0.00377,0.0429,0.408,0.236,125.89,Pop
594,0.63,0.504,-6.152,0.0953,0.0,0.308,0.487,89.946,Pop
595,0.647,0.851,-5.819,0.000911,0.0291,0.12,0.799,101.015,Pop
596,0.791,0.638,-7.125,0.396,0.00316,0.171,0.955,94.155,Pop
597,0.52,0.647,-7.222,0.625,0.286,0.148,0.205,120.001,Pop
598,0.681,0.773,-5.749,0.019,1.28e-06,0.11,0.429,119.961,Pop
599,0.412,0.441,-11.523,0.0296,0.0726,0.306,0.174,185.571,Pop
600,0.794,0.864,-4.815,0.00134,0.000486,0.177,0.509,123.042,Pop
601,0.767,0.792,-4.661,0.106,0.0,0.251,0.534,119.998,Pop
602,0.754,0.877,-4.544,0.189,0.0,0.265,0.649,122.001,Pop
603,0.567,0.388,-9.579,0.782,0.000309,0.248,0.452,116.362,Pop
604,0.398,0.709,-4.602,0.334,0.0,0.142,0.714,78.089,Pop
605,0.547,0.859,-3.762,0.0569,0.0,0.271,0.379,128.05,Pop
606,0.599,0.448,-6.312,0.163,0.0,0.106,0.168,95.05,Pop
607,0.717,0.741,-6.645,0.155,0.0,0.133,0.188,105.997,Pop
608,0.724,0.405,-10.389,0.351,0.839,0.0636,0.348,125.982,Pop
609,0.606,0.553,-12.537,0.682,6.93e-05,0.191,0.868,130.657,Qawwali
610,0.246,0.0172,-18.997,0.992,0.819,0.265,0.0868,67.32,Qawwali
611,0.398,0.0448,-18.291,0.988,0.696,0.0788,0.046,115.421,Qawwali
612,0.555,0.302,-24.727,0.668,2.83e-06,0.0778,0.565,118.4,Qawwali
613,0.831,0.737,-11.51,0.185,0.000937,0.153,0.82,125.552,Qawwali
614,0.432,0.695,-8.022,0.732,0.0014,0.274,0.513,116.153,Qawwali
615,0.727,0.557,-10.989,0.761,0.0363,0.183,0.198,109.977,Qawwali
616,0.521,0.837,-4.501,0.0593,1.28e-05,0.157,0.48,106.001,Qawwali
617,0.815,0.833,-6.117,0.0297,2e-05,0.33,0.563,99.989,Qawwali
618,0.592,0.488,-12.989,0.551,9.47e-05,0.255,0.833,108.248,Qawwali
619,0.59,0.875,-5.294,0.45,1.18e-05,0.164,0.736,96.915,Qawwali
620,0.585,0.759,-4.029,0.385,0.0,0.162,0.512,139.986,Qawwali
621,0.554,0.606,-12.312,0.578,0.000183,0.11,0.584,93.922,Qawwali
622,0.52,0.65,-6.659,0.108,0.0,0.153,0.517,140.161,Qawwali
623,0.471,0.329,-11.958,0.78,0.0021,0.117,0.144,126.107,Qawwali
624,0.559,0.318,-11.106,0.857,1.88e-06,0.11,0.684,80.242,Qawwali
625,0.729,0.505,-9.236,0.229,0.0,0.0975,0.723,148.435,Qawwali
626,0.836,0.629,-7.812,0.359,3.01e-05,0.101,0.801,115.048,Qawwali
627,0.514,0.642,-11.835,0.17,0.0,0.262,0.81,78.657,Qawwali
628,0.637,0.573,-6.69,0.279,3.46e-06,0.0617,0.704,90.017,Qawwali
629,0.432,0.695,-8.022,0.732,0.0014,0.274,0.513,116.153,Qawwali
630,0.267,0.0322,-18.147,0.984,0.816,0.232,0.0609,88.531,Qawwali
631,0.622,0.49,-12.664,0.791,0.0,0.802,0.767,116.132,Qawwali
632,0.346,0.309,-10.124,0.388,0.0739,0.0898,0.159,84.407,Qawwali
633,0.494,0.682,-7.481,0.788,0.0,0.482,0.639,135.619,Qawwali
634,0.8,0.634,-5.895,0.356,0.000605,0.0733,0.46,100.001,Qawwali
635,0.41,0.183,-13.614,0.925,0.73,0.0935,0.131,160.08,Qawwali
636,0.853,0.745,-8.636,0.0642,1.87e-06,0.0274,0.882,107.985,Qawwali
637,0.649,0.716,-3.936,0.268,4.51e-06,0.603,0.639,86.949,Qawwali
638,0.704,0.255,-15.758,0.8,0.847,0.0818,0.172,94.98,Qawwali
639,0.469,0.737,-7.274,0.725,0.00272,0.0655,0.572,79.545,Qawwali
640,0.484,0.797,-4.629,0.172,0.0,0.267,0.699,83.542,Qawwali
641,0.533,0.436,-7.521,0.234,3.17e-06,0.46,0.371,146.868,Qawwali
642,0.689,0.742,-7.571,0.0339,0.0046,0.0928,0.876,155.986,Qawwali
643,0.642,0.812,-4.998,0.077,0.0,0.0854,0.504,119.987,Qawwali
644,0.635,0.342,-14.083,0.595,0.0,0.0777,0.908,114.189,Qawwali
645,0.799,0.828,-4.846,0.424,0.0,0.145,0.627,105.04,Qawwali
646,0.556,0.706,-5.709,0.335,1.8e-06,0.137,0.726,80.008,Qawwali
647,0.619,0.721,-7.53,0.423,8.56e-05,0.0587,0.808,97.32,Qawwali
648,0.574,0.841,-4.449,0.399,1e-06,0.205,0.927,83.706,Qawwali
649,0.569,0.31,-13.287,0.79,0.0,0.341,0.587,97.244,Qawwali
650,0.788,0.55,-7.747,0.173,0.433,0.0937,0.497,101.953,Qawwali
651,0.585,0.759,-4.029,0.385,0.0,0.162,0.512,139.986,Qawwali
652,0.737,0.896,-4.282,0.535,0.000132,0.0705,0.708,89.985,Qawwali
653,0.585,0.759,-4.029,0.385,0.0,0.162,0.512,139.986,Qawwali
654,0.618,0.831,-5.27,0.0298,0.0,0.259,0.28,142.41,Qawwali
655,0.514,0.574,-5.788,0.402,0.0,0.0965,0.4,75.89,Qawwali
656,0.836,0.629,-7.812,0.359,3.01e-05,0.101,0.801,115.048,Qawwali
657,0.771,0.878,-6.879,0.417,6.32e-05,0.332,0.84,120.003,Qawwali
658,0.585,0.688,-4.553,0.551,6.7e-06,0.121,0.814,85.871,Qawwali
659,0.586,0.532,-8.837,0.779,0.000565,0.124,0.494,99.994,Qawwali
660,0.405,0.745,-7.914,0.657,0.00552,0.117,0.751,87.452,Qawwali
661,0.768,0.788,-5.514,0.0992,2.94e-05,0.103,0.931,112.988,Qawwali
662,0.605,0.673,-6.599,0.366,0.0,0.148,0.332,77.964,Qawwali
663,0.586,0.532,-8.837,0.779,0.000565,0.124,0.494,99.994,Qawwali
664,0.586,0.306,-11.432,0.94,2.8e-06,0.285,0.801,99.958,Qawwali
665,0.689,0.742,-7.571,0.0339,0.0046,0.0928,0.876,155.986,Qawwali
666,0.649,0.788,-9.607,0.0717,0.00232,0.0936,0.869,104.999,Qawwali
667,0.377,0.755,-6.573,0.293,1.13e-05,0.141,0.665,91.789,Qawwali
668,0.647,0.719,-6.859,0.196,0.0,0.134,0.4,104.003,Qawwali
669,0.203,0.047,-19.245,0.851,0.44,0.103,0.0421,69.077,Qawwali
670,0.696,0.486,-5.906,0.613,0.0,0.0824,0.448,129.924,Qawwali
671,0.715,0.469,-13.73,0.663,3.3e-05,0.164,0.876,116.529,Qawwali
672,0.334,0.387,-9.483,0.755,3.94e-05,0.113,0.42,129.959,Qawwali
673,0.768,0.788,-5.514,0.0992,2.94e-05,0.103,0.931,112.988,Qawwali
674,0.487,0.763,-7.121,0.652,0.0,0.665,0.599,112.736,Qawwali
675,0.511,0.543,-15.744,0.774,1.08e-05,0.797,0.84,109.954,Qawwali
676,0.378,0.649,-5.197,0.682,5.57e-06,0.3,0.78,92.989,Qawwali
677,0.586,0.532,-8.837,0.779,0.000565,0.124,0.494,99.994,Qawwali
678,0.532,0.529,-8.402,0.334,0.000144,0.078,0.295,81.989,Qawwali
679,0.649,0.788,-9.607,0.0717,0.00232,0.0936,0.869,104.999,Qawwali
680,0.755,0.894,-8.544,0.54,1.55e-05,0.141,0.799,104.985,Qawwali
681,0.456,0.187,-17.233,0.961,0.367,0.133,0.148,148.197,Qawwali
682,0.476,0.72,-6.045,0.233,0.0,0.343,0.73,141.952,Qawwali
683,0.507,0.579,-13.326,0.453,0.0,0.173,0.464,96.99,Qawwali
684,0.287,0.0523,-18.847,0.989,0.836,0.0632,0.0794,80.044,Qawwali
685,0.648,0.703,-4.925,0.63,0.0,0.197,0.608,89.978,Qawwali
686,0.755,0.894,-8.544,0.54,1.55e-05,0.141,0.799,104.985,Qawwali
687,0.771,0.878,-6.879,0.417,6.32e-05,0.332,0.84,120.003,Qawwali
688,0.42,0.481,-8.949,0.255,0.000414,0.0909,0.0594,84.794,Qawwali
689,0.435,0.59,-6.471,0.5,0.0,0.451,0.218,76.307,Qawwali
690,0.402,0.215,-12.825,0.783,0.0185,0.103,0.167,109.775,Qawwali
691,0.531,0.449,-9.578,0.485,0.0,0.309,0.489,80.134,Qawwali
692,0.4,0.694,-8.486,0.573,0.0,0.874,0.727,153.902,Qawwali
693,0.602,0.891,-8.655,0.384,0.00234,0.335,0.548,94.975,Qawwali
694,0.432,0.695,-8.022,0.732,0.0014,0.274,0.513,116.153,Qawwali
695,0.405,0.745,-7.914,0.657,0.00552,0.117,0.751,87.452,Qawwali
696,0.9,0.619,-6.518,0.203,0.00156,0.0647,0.864,94.121,Rap
697,0.884,0.559,-7.442,0.0236,0.0,0.101,0.342,97.994,Rap
698,0.813,0.528,-6.305,0.0715,0.0,0.125,0.131,79.532,Rap
699,0.525,0.433,-10.598,0.107,0.0,0.135,0.276,160.108,Rap
700,0.671,0.833,-5.152,0.0825,0.0,0.0726,0.702,79.351,Rap
701,0.765,0.356,-5.556,0.223,0.0,0.0963,0.189,96.991,Rap
702,0.828,0.392,-8.099,0.0663,0.0,0.162,0.459,104.919,Rap
703,0.834,0.763,-6.54,0.0249,0.0,0.0959,0.532,140.0,Rap
704,0.867,0.744,-5.171,0.268,0.0,0.0713,0.645,84.005,Rap
705,0.809,0.461,-5.677,0.000832,4.43e-05,0.143,0.325,85.992,Rap
706,0.735,0.588,-7.197,0.0356,0.0,0.107,0.434,90.002,Rap
707,0.748,0.789,-4.579,0.26,0.0,0.13,0.67,147.957,Rap
708,0.862,0.65,-6.978,0.0207,0.0,0.568,0.658,131.194,Rap
709,0.724,0.693,-5.379,0.445,0.0,0.389,0.713,139.986,Rap
710,0.834,0.457,-10.775,0.21,0.0,0.0641,0.533,158.008,Rap
711,0.957,0.46,-7.513,0.00418,0.000748,0.0947,0.191,123.951,Rap
712,0.961,0.438,-7.877,0.0431,0.0,0.139,0.412,124.018,Rap
713,0.873,0.452,-7.124,0.0474,0.0,0.0495,0.585,77.031,Rap
714,0.895,0.739,-6.633,0.0183,7.61e-06,0.102,0.763,140.007,Rap
715,0.755,0.704,-6.954,0.372,7.65e-05,0.0804,0.553,81.988,Rap
716,0.802,0.745,-6.988,0.048,0.0,0.105,0.7,152.099,Rap
717,0.779,0.705,-6.383,0.237,0.0,0.0899,0.451,122.996,Rap
718,0.797,0.634,-7.137,0.188,0.0,0.0989,0.538,98.035,Rap
719,0.867,0.561,-5.564,0.0118,0.0,0.111,0.608,98.047,Rap
720,0.537,0.411,-14.059,0.487,9.21e-06,0.3,0.207,94.292,Rap
721,0.825,0.458,-7.47,0.114,0.0,0.102,0.161,145.115,Rap
722,0.822,0.35,-12.207,0.0213,0.0,0.0757,0.346,77.528,Rap
723,0.866,0.53,-6.347,0.517,0.00159,0.0946,0.203,104.952,Rap
724,0.724,0.778,-5.648,0.101,0.0,0.252,0.858,75.007,Rap
725,0.771,0.654,-6.976,0.055,0.0,0.214,0.573,155.047,Rap
726,0.68,0.177,-18.887,0.798,0.000863,0.109,0.327,149.946,Rap
727,0.636,0.481,-6.323,0.213,0.0,0.123,0.346,135.016,Rap
728,0.873,0.577,-9.151,0.353,0.0,0.111,0.956,117.089,Rap
729,0.899,0.509,-8.04,0.00157,0.0,0.0573,0.599,150.001,Rap
730,0.948,0.538,-7.527,0.0212,0.0,0.0944,0.588,122.98,Rap
731,0.711,0.739,-3.804,0.114,0.0,0.226,0.43,136.919,Rap
732,0.635,0.751,-5.055,0.116,0.0,0.0951,0.591,126.806,Rap
733,0.854,0.569,-8.151,0.0609,0.0816,0.1,0.294,80.015,Rap
734,0.773,0.742,-5.453,0.00198,0.0,0.558,0.35,148.949,Rap
735,0.826,0.469,-14.877,0.181,0.0,0.269,0.468,150.047,Rap
736,0.755,0.578,-8.932,0.316,0.0,0.25,0.581,94.148,Rap
737,0.804,0.852,-4.079,0.0219,1.33e-05,0.282,0.752,120.906,Rap
738,0.845,0.768,-5.448,0.00733,5.04e-06,0.0575,0.96,100.0,Rap
739,0.727,0.632,-8.916,0.135,0.0,0.182,0.474,83.755,Rap
740,0.646,0.712,-4.538,0.0201,0.0,0.117,0.616,93.99,Rap
741,0.848,0.649,-6.083,0.232,0.0,0.101,0.629,118.04,Rap
742,0.862,0.65,-6.978,0.0207,0.0,0.568,0.658,131.194,Rap
743,0.888,0.522,-5.867,0.0427,0.0,0.104,0.491,98.003,Rap
744,0.76,0.579,-7.374,0.0129,0.00351,0.106,0.125,100.01,Rap
745,0.86,0.507,-5.776,0.0412,6.55e-06,0.13,0.15,85.005,Rap
746,0.68,0.177,-18.887,0.798,0.000863,0.109,0.327,149.946,Rap
747,0.505,0.267,-13.763,0.279,0.0,0.096,0.439,143.929,Rap
748,0.729,0.687,-8.06,0.0108,0.0,0.162,0.683,160.085,Rap
749,0.847,0.754,-5.444,0.00804,4.49e-06,0.0517,0.957,100.0,Rap
750,0.835,0.413,-9.81,0.373,0.00133,0.101,0.111,149.004,Rap
751,0.474,0.546,-7.201,0.0924,1.45e-06,0.153,0.244,140.707,Rap
752,0.779,0.58,-7.594,0.0178,0.0,0.15,0.299,160.243,Rap
753,0.71,0.796,-6.365,0.0236,0.0,0.152,0.733,159.951,Rap
754,0.771,0.728,-5.39,0.184,0.0,0.139,0.809,131.109,Rap
755,0.889,0.496,-6.365,0.259,0.0,0.252,0.544,86.003,Rap
756,0.889,0.496,-6.365,0.259,0.0,0.252,0.544,86.003,Rap
757,0.543,0.449,-8.065,0.345,0.0,0.157,0.29,132.609,Rap
758,0.654,0.762,-3.994,0.0956,0.0,0.171,0.0728,132.1,Rap
759,0.641,0.72,-4.326,0.0102,0.0,0.154,0.578,77.969,Rap
760,0.646,0.77,-6.596,0.00249,0.0,0.0715,0.681,99.165,Rap
761,0.815,0.824,-2.709,0.0083,0.0,0.351,0.29,120.031,Rap
762,0.836,0.493,-7.011,0.0414,0.0,0.0852,0.781,122.049,Rap
763,0.886,0.479,-8.054,0.077,0.0,0.135,0.408,130.029,Rap
764,0.748,0.789,-4.579,0.26,0.0,0.13,0.67,147.957,Rap
765,0.616,0.606,-5.636,0.00826,0.000208,0.176,0.0919,104.184,Rap
766,0.803,0.759,-4.692,0.00509,0.0,0.0921,0.284,104.0,Rap
767,0.857,0.867,-4.952,0.0271,0.0,0.128,0.918,104.382,Rap
768,0.905,0.575,-8.64,0.067,2.22e-05,0.0602,0.365,115.031,Rap
769,0.779,0.707,-6.527,0.0991,0.0,0.0934,0.343,140.894,Rap
770,0.701,0.778,-5.076,0.125,0.0,0.0828,0.609,99.956,Rap
771,0.916,0.493,-7.371,0.12,2.63e-06,0.211,0.327,140.057,Rap
772,0.503,0.751,-5.785,0.215,0.0,0.0551,0.324,90.04,Rap
773,0.854,0.569,-8.151,0.0609,0.0816,0.1,0.294,80.015,Rap
774,0.736,0.622,-4.653,0.0235,0.0,0.151,0.506,191.971,Rap
775,0.779,0.455,-15.025,0.0542,0.0,0.177,0.197,140.181,Rap
776,0.837,0.659,-3.619,0.167,0.0,0.0912,0.427,125.994,Rap
777,0.57,0.482,-12.1,0.373,0.0173,0.103,0.076,172.015,Rap
778,0.644,0.501,-8.959,0.311,0.0,0.106,0.173,129.828,Rap
779,0.862,0.689,-5.68,0.118,0.0,0.0729,0.364,83.964,Rap
780,0.717,0.347,-10.265,0.0511,2.43e-06,0.087,0.0589,84.987,Rap
781,0.85,0.405,-7.509,0.119,0.000118,0.0707,0.344,139.976,Rap
782,0.763,0.628,-5.85,0.0531,0.0,0.114,0.193,140.958,Rap
783,0.471,0.32,-12.768,0.375,2.12e-05,0.0729,0.262,143.086,Rock
784,0.613,0.72,-7.957,0.0132,0.0,0.104,0.561,117.341,Rock
785,0.516,0.513,-10.762,0.159,0.00957,0.0612,0.694,99.735,Rock
786,0.31,0.998,-5.236,8.7e-05,0.00973,0.417,0.0398,118.933,Rock
787,0.555,0.972,-5.893,3.83e-05,0.268,0.127,0.602,125.118,Rock
788,0.754,0.759,-5.218,0.153,0.000108,0.101,0.435,126.366,Rock
789,0.294,0.938,-7.556,0.00096,0.00154,0.959,0.373,97.865,Rock
790,0.607,0.323,-11.384,0.885,0.000796,0.116,0.3,118.511,Rock
791,0.358,0.893,-7.486,0.0222,0.0524,0.126,0.262,174.238,Rock
792,0.522,0.0949,-13.483,0.909,4.62e-06,0.111,0.173,110.992,Rock
793,0.425,0.903,-4.801,0.405,0.0128,0.117,0.769,108.748,Rock
794,0.351,0.705,-7.976,0.00394,0.000122,0.0977,0.449,98.546,Rock
795,0.626,0.0654,-17.089,0.994,0.000662,0.106,0.724,95.303,Rock
796,0.469,0.669,-7.357,0.0486,0.577,0.111,0.297,153.976,Rock
797,0.346,0.335,-12.453,0.575,0.00674,0.185,0.213,84.204,Rock
798,0.687,0.59,-5.204,0.0889,0.000173,0.171,0.653,136.232,Rock
799,0.527,0.942,-5.64,0.0115,0.0,0.188,0.495,148.723,Rock
800,0.439,0.488,-14.464,0.702,0.000339,0.16,0.629,93.017,Rock
801,0.412,0.882,-5.54,5.96e-05,0.00031,0.0805,0.356,158.066,Rock
802,0.463,0.629,-7.075,0.0524,0.0,0.176,0.459,81.797,Rock
803,0.681,0.737,-5.246,0.0291,7.16e-06,0.0856,0.278,109.95,Rock
804,0.478,0.937,-6.173,0.00771,0.0181,0.84,0.294,131.418,Rock
805,0.388,0.338,-10.054,0.652,3.72e-06,0.248,0.477,177.784,Rock
806,0.752,0.809,-8.399,0.0908,9.41e-05,0.169,0.658,106.999,Rock
807,0.486,0.963,-5.586,0.248,2.39e-06,0.158,0.533,113.133,Rock
808,0.532,0.941,-9.025,0.000579,0.0527,0.15,0.278,102.198,Rock
809,0.449,0.811,-8.17,0.117,2.28e-05,0.0393,0.736,124.594,Rock
810,0.537,0.7,-6.852,0.142,1.58e-06,0.383,0.695,117.111,Rock
811,0.507,0.851,-5.995,0.0612,0.157,0.371,0.587,98.061,Rock
812,0.688,0.688,-5.84,0.3,0.0,0.0982,0.451,114.011,Rock
813,0.502,0.89,-5.175,0.000147,0.0117,0.217,0.259,133.52,Rock
814,0.651,0.908,-4.019,0.00184,0.000579,0.384,0.769,123.851,Rock
815,0.608,0.524,-10.266,0.367,0.00254,0.115,0.797,86.204,Rock
816,0.38,0.938,-6.183,0.0109,0.0257,0.366,0.604,96.653,Rock
817,0.581,0.624,-8.346,0.0987,0.0,0.0411,0.637,139.714,Rock
818,0.605,0.846,-7.755,0.0006,0.886,0.0526,0.952,124.247,Rock
819,0.389,0.873,-4.768,0.00532,0.0055,0.273,0.303,106.767,Rock
820,0.272,0.281,-7.634,0.388,2.29e-05,0.158,0.141,89.914,Rock
821,0.622,0.845,-5.984,0.118,0.0,0.0984,0.715,132.752,Rock
822,0.529,0.768,-5.51,0.00224,0.00075,0.297,0.769,127.316,Rock
823,0.249,0.97,-5.535,4.3e-05,0.224,0.138,0.287,160.687,Rock
824,0.441,0.745,-8.623,0.084,2.22e-05,0.136,0.368,105.191,Rock
825,0.502,0.924,-6.299,0.0127,0.0,0.162,0.922,149.186,Rock
826,0.364,0.925,-4.224,6.01e-05,0.000251,0.0603,0.301,153.981,Rock
827,0.586,0.759,-4.992,0.115,0.0,0.134,0.574,138.785,Rock
828,0.415,0.908,-9.701,0.00437,0.0345,0.082,0.437,114.816,Rock
829,0.568,0.837,-7.744,0.238,0.328,0.0754,0.833,111.186,Rock
830,0.768,0.809,-5.816,0.0271,0.000633,0.0584,0.737,133.838,Rock
831,0.435,0.423,-8.795,0.0916,0.000659,0.132,0.451,91.137,Rock
832,0.506,0.434,-13.758,0.525,0.0011,0.234,0.498,80.523,Rock
833,0.468,0.663,-11.714,0.00739,0.0352,0.124,0.714,90.714,Rock
834,0.612,0.24,-12.821,0.745,7.86e-05,0.115,0.223,122.565,Rock
835,0.464,0.328,-9.005,0.905,0.0,0.135,0.784,70.859,Rock
836,0.799,0.608,-8.193,0.0811,0.0137,0.102,0.963,121.915,Rock
837,0.564,0.947,-4.998,7.81e-06,0.828,0.373,0.351,100.002,Rock
838,0.44,0.466,-9.712,0.17,1.03e-06,0.118,0.543,107.744,Rock
839,0.586,0.941,-5.139,0.0167,0.000776,0.068,0.831,135.448,Rock
840,0.465,0.919,-4.025,1.83e-05,2.07e-05,0.262,0.537,135.997,Rock
841,0.682,0.584,-9.507,0.182,0.000107,0.0468,0.709,92.793,Rock
842,0.476,0.717,-9.192,0.0382,7.61e-05,0.0818,0.753,93.584,Rock
843,0.331,0.55,-6.483,0.605,3.96e-06,0.192,0.429,177.734,Rock
844,0.515,0.534,-8.045,0.181,0.00278,0.0547,0.426,70.776,Rock
845,0.402,0.73,-9.327,0.000312,0.323,0.103,0.296,104.527,Rock
846,0.553,0.398,-11.67,0.664,0.0,0.114,0.392,76.074,Rock
847,0.484,0.791,-6.887,0.00455,0.0844,0.08,0.407,162.163,Rock
848,0.587,0.536,-11.248,0.179,2.75e-05,0.305,0.59,117.498,Rock
849,0.703,0.58,-8.611,0.461,2.74e-05,0.518,0.896,119.855,Rock
850,0.424,0.98,-4.33,0.000855,5.72e-06,0.129,0.296,101.502,Rock
851,0.552,0.742,-7.963,0.218,0.0,0.339,0.751,138.591,Rock
852,0.294,0.745,-9.138,0.05,0.125,0.676,0.347,134.364,Rock
853,0.449,0.994,-4.836,0.000106,2.13e-06,0.102,0.447,149.91,Rock
854,0.752,0.684,-7.599,0.0994,0.0,0.0897,0.539,141.075,Rock
855,0.363,0.38,-10.231,0.803,0.321,0.339,0.152,121.985,Rock
856,0.521,0.552,-10.51,0.643,0.0,0.0895,0.519,127.008,Rock
857,0.5,0.748,-9.072,0.127,0.0,0.447,0.514,118.852,Rock
858,0.527,0.774,-7.379,0.000277,1.69e-05,0.121,0.199,131.841,Rock
859,0.432,0.848,-8.095,0.274,0.0344,0.233,0.743,81.201,Rock
860,0.653,0.519,-10.164,0.406,0.0209,0.101,0.822,98.883,Rock
861,0.554,0.79,-7.126,0.000738,0.00413,0.341,0.598,124.338,Rock
862,0.0968,0.754,-5.395,3.1e-05,0.0148,0.134,0.0608,86.094,Rock
863,0.426,0.693,-9.759,0.0251,0.0065,0.101,0.751,126.804,Rock
864,0.316,0.484,-9.11,0.000334,0.00445,0.0912,0.299,117.363,Rock
865,0.75,0.501,-12.151,0.234,0.112,0.0467,0.902,167.06,Rock
866,0.487,0.885,-12.005,0.000397,0.347,0.0973,0.579,135.516,Rock
867,0.412,0.746,-6.904,0.0575,0.0,0.0791,0.482,77.76,Rock
868,0.31,0.7,-5.678,0.011,0.00965,0.0828,0.763,188.386,Rock
869,0.438,0.805,-6.237,0.00255,5.69e-05,0.0842,0.564,113.253,Rock
