,TrackURI,track,acousticness,instrumentalness,energy,speechiness,liveness,loudness,danceability,tempo,valence
571,spotify:track:4dASQiO1Eoo3RJvt74FtXB,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.255,0.0,0.786,0.317,0.65,-4.378,0.502,169.021,0.739
575,spotify:track:1hs54MGy1J69I52GvzsrbB,Poison (feat. Lil Wayne),0.179,0.0,0.485,0.322,0.368,-8.477,0.549,112.029,0.626
580,spotify:track:3JJL91ilRV6fXhKqu0FGXs,HOT WIND BLOWS (feat. Lil Wayne),0.601,0.0,0.75,0.402,0.482,-5.382,0.371,173.456,0.729
581,spotify:track:2LIh4uzqq9cXMPzzmcToHl,Lost on You,0.1,0.0,0.724,0.0372,0.0918,-6.126,0.433,174.006,0.689
582,spotify:track:7ohDUXs6SsU3XjTI9pcKTS,When We're High,0.0214,6.56e-06,0.739,0.0383,0.114,-5.186,0.754,112.996,0.573
583,spotify:track:5AOqxn4l8BHO0or40XxCuh,Girls Go Wild,0.0482,0.00426,0.868,0.046,0.0709,-4.363,0.711,122.029,0.795
584,spotify:track:2YawaiNvwx5dQq41F24iqJ,Other People,0.0842,0.0,0.677,0.0259,0.144,-4.679,0.55,90.992,0.489
585,spotify:track:7yEdqN44nhoAUco674ChDg,Tightrope,0.134,0.0,0.823,0.0763,0.11,-4.192,0.472,159.888,0.41
586,spotify:track:1wMpTjS9cNpdmxgJloFG30,Forever for Now,0.904,0.00149,0.341,0.0305,0.0953,-10.072,0.547,137.052,0.0647
587,spotify:track:35LlWyY6u5ajhNbHkalXkB,Halo - Live,0.00666,0.0,0.72,0.0534,0.674,-8.605,0.424,145.0,0.0523
588,spotify:track:28t0Fp23qgptKwnTn55Hq2,Muddy Waters,0.394,3.41e-06,0.484,0.0701,0.308,-7.802,0.509,125.0,0.249
589,spotify:track:1a5P7IvLUhRhLnnbkev3PI,Recovery,0.274,2.31e-05,0.545,0.0385,0.183,-7.893,0.518,75.06,0.162
590,spotify:track:26b3jonRe7liPsNAnzxVOX,Strange,0.104,0.0,0.666,0.0803,0.113,-5.986,0.378,79.797,0.247
592,spotify:track:612VcBshQcy4mpB2utGc3H,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",0.8,0.00264,0.336,0.0313,0.701,-12.999,0.695,79.109,0.422
593,spotify:track:3BEZCNZSmVv30vsMNSOCri,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",0.321,0.000952,0.524,0.0459,0.94,-11.626,0.558,93.654,0.636
596,spotify:track:6BQNJ0JFKh8sWjQLI6Zudi,Change the World,0.492,0.00563,0.558,0.0246,0.113,-8.8,0.721,96.887,0.542
598,spotify:track:1kgdslQYmeTR4thk9whoRw,Tears in Heaven,0.835,0.536,0.242,0.0257,0.133,-12.238,0.498,153.744,0.312
600,spotify:track:618hiI74zBL8UVgAvfmkLj,Riding with the King,0.384,0.0,0.796,0.0322,0.296,-6.202,0.462,204.028,0.824
610,spotify:track:0rXZu998CXslEpwhxdHzeu,The Man I Love,0.886,5.83e-06,0.214,0.0539,0.0933,-13.655,0.432,204.426,0.274
611,spotify:track:6HSXNV0b4M4cLJ7ljgVVeh,Knockin' On Heaven's Door,0.251,0.177,0.396,0.0299,0.11,-13.061,0.513,140.208,0.229
612,spotify:track:3AhXZa8sUQht0UEdBJgpGc,Like a Rolling Stone,0.731,0.0,0.721,0.0321,0.189,-6.839,0.482,95.263,0.557
613,spotify:track:18GiV1BaXzPVYpp9rmOg0E,Blowin' in the Wind,0.914,2.32e-05,0.0993,0.0509,0.0605,-20.567,0.38,174.874,0.44
614,spotify:track:1lqMLr9Wj7SM2F9AikGcxN,Hurricane,0.0409,0.0,0.827,0.0782,0.12,-7.715,0.509,135.601,0.743
615,spotify:track:4K1imZQQ0yKtJ40vGmUajS,Girl from the North Country,0.843,0.000197,0.142,0.0382,0.121,-23.455,0.607,118.867,0.305
616,spotify:track:52vA3CYKZqZVdQnzRrdZt6,The Times They Are A-Changin',0.887,0.0,0.396,0.0332,0.0828,-7.999,0.389,171.86,0.585
617,spotify:track:2WOjLF83vqjit2Zh4B69V3,"Don't Think Twice, It's All Right",0.89,0.0022,0.243,0.0366,0.249,-17.085,0.6,110.535,0.468
618,spotify:track:3RkQ3UwOyPqpIiIvGVewuU,Mr. Tambourine Man,0.794,0.0,0.31,0.0676,0.379,-14.545,0.39,177.515,0.584
619,spotify:track:4uYwlMp841PLJmj1gJJwIq,"Lay, Lady, Lay",0.356,0.00344,0.179,0.0454,0.131,-21.976,0.52,155.746,0.407
620,spotify:track:6Vcwr9tb3ZLO63F8DL8cqu,Tangled up in Blue,0.414,1.16e-06,0.661,0.0433,0.0962,-13.126,0.421,100.965,0.554
621,spotify:track:5MTsZG10E0hTvAkdioyPnw,Feels Like Rain (feat. Bonnie Raitt),0.44,0.000721,0.348,0.0294,0.235,-13.454,0.572,73.304,0.34
622,spotify:track:2FtX5tOFUVOyjcGQiuGR8f,"Damn Right, I've Got the Blues",0.0488,0.065,0.921,0.0758,0.314,-5.64,0.353,145.589,0.526
623,spotify:track:1TkliUZNnCeTjZMWPuUoPK,Mustang Sally (feat. Jeff Beck),0.0412,0.000308,0.934,0.0342,0.0882,-3.711,0.613,107.274,0.776
625,spotify:track:37mWDk2nTyx0eon0AkdOKQ,Flesh & Bone (Dedicated to B.B. King) (with Van Morrison),0.729,0.00647,0.55,0.0286,0.101,-4.837,0.406,141.324,0.241
626,spotify:track:3Ug51eYATZ487NwOaTbpAJ,"Whiskey, Beer & Wine",0.349,0.0423,0.767,0.0268,0.103,-5.787,0.683,93.954,0.646
628,spotify:track:1amH1FjaNDAaZVpHWzcztW,Ain't No Sunshine,0.535,0.0143,0.421,0.0421,0.112,-8.553,0.666,79.918,0.435
629,spotify:track:3BkMv30DKcUEOsRbDSAyIq,Cognac (feat. Jeff Beck & Keith Richards),0.227,0.00237,0.707,0.0363,0.0949,-4.772,0.313,175.158,0.537
634,spotify:track:13V8DS8pHLYhSMaTtLmCT7,Smokestack Lightnin',0.861,6.35e-06,0.458,0.038,0.384,-14.715,0.556,144.368,0.769
642,spotify:track:1SF9hCpHJ6gZ6FVz1heNA1,Booze And Blues,0.995,0.0,0.2,0.0343,0.34,-11.108,0.612,81.024,0.661
643,spotify:track:267ICvSKjxRja3XzUIkTLx,"""Ma"" Rainey's Black Bottom",0.992,7.17e-06,0.272,0.0457,0.501,-10.825,0.683,99.951,0.731
644,spotify:track:0Cd4ddM6nSG3Wteu5tj8zg,Dead Drunk Blues,0.982,3.36e-05,0.0869,0.0391,0.103,-13.572,0.601,89.533,0.438
645,spotify:track:3czcSX2L2FmQZX7dQTiEt5,Prove It On Me Blues,0.995,0.0229,0.271,0.1,0.13,-11.719,0.623,105.085,0.535
646,spotify:track:2mFgUOrezBPYhfiEtc1VLX,Stack O' Lee Blues,0.996,0.000411,0.172,0.0328,0.397,-15.855,0.505,90.625,0.545
648,spotify:track:7hR6GheHgeCg02k9hyyMaG,Prove It on Me Blues,0.992,0.0113,0.176,0.148,0.174,-18.217,0.684,109.723,0.644
649,spotify:track:6MgBOnp7zDxpBTx32Ne468,Shave 'Em Dry Blues,0.994,0.0162,0.26,0.0426,0.303,-18.027,0.452,131.759,0.615
658,spotify:track:13mPDke1bFw3xWcDkj1HJp,Bankroll,0.184,0.0,0.672,0.209,0.076,-5.66,0.869,120.954,0.813
668,spotify:track:13mPDke1bFw3xWcDkj1HJp,Bankroll,0.184,0.0,0.672,0.209,0.076,-5.66,0.869,120.954,0.813
678,spotify:track:13mPDke1bFw3xWcDkj1HJp,Bankroll,0.184,0.0,0.672,0.209,0.076,-5.66,0.869,120.954,0.813
688,spotify:track:13mPDke1bFw3xWcDkj1HJp,Bankroll,0.184,0.0,0.672,0.209,0.076,-5.66,0.869,120.954,0.813
692,spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,,,,,,,,,,
697,spotify:track:05SBRd4fXgn8FX7bf8BCAE,,,,,,,,,,
701,spotify:track:24nfEcEdzag7CeRQESSoCg,,,,,,,,,,
702,spotify:track:2FLINm8wjNI3QcsIU6MjoD,,,,,,,,,,
703,spotify:track:582JLMTy2WCHPgKFJ4xCq7,,,,,,,,,,
704,spotify:track:4uB7RmCoM5NAZKMYypDLpz,,,,,,,,,,
705,spotify:track:2akStplTvlqP0P4Y1GaX98,,,,,,,,,,
706,spotify:track:0EszN5bMG6yBcPNIg743Sm,,,,,,,,,,
707,spotify:track:0Rire2V0YESlhKA7VcddzL,,,,,,,,,,
708,spotify:track:4uV1OGherrLYEGrKsL5UEX,,,,,,,,,,
709,spotify:track:77qHjMPIZZ1fRcxf1O1kHJ,,,,,,,,,,
710,spotify:track:0mDzuWAdMes6JPHIpwIGFK,,,,,,,,,,
713,spotify:track:7jKCAmjP2cAn9WxxIVR14Y,,,,,,,,,,
716,spotify:track:5B6082J94hvTWxLjWBIm2g,,,,,,,,,,
718,spotify:track:58e08QJdz9zs7AY2KiiHBt,,,,,,,,,,
719,spotify:track:17Y4HMDNr3FGAAiORjRbGW,,,,,,,,,,
721,spotify:track:18asYwWugKjjsihZ0YvRxO,,,,,,,,,,
722,spotify:track:0bI7K9Becu2dtXK1Q3cZNB,,,,,,,,,,
723,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,,,,,,,,,,
726,spotify:track:76A1RRDEyHKtmV3Vh6PeVN,,,,,,,,,,
727,spotify:track:1bFgMkoazsyZGSflpCzYm6,,,,,,,,,,
731,spotify:track:62MosvjGMQY3HeGPFEsmM1,,,,,,,,,,
733,spotify:track:0GTPmh5G40joBg93vcSQNq,,,,,,,,,,
735,spotify:track:4ga4WvRNhMsIL38pkBbnIN,,,,,,,,,,
741,spotify:track:6Xom58OOXk2SoU711L2IXO,,,,,,,,,,
742,spotify:track:3k3NWokhRRkEPhCzPmV8TW,,,,,,,,,,
743,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,,,,,,,,,,
744,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,,,,,,,,,,
745,spotify:track:4tYFy8ALRjIZvnvSLw5lxN,,,,,,,,,,
747,spotify:track:1dm6z1fWB0cErMszU25dy2,,,,,,,,,,
748,spotify:track:41oY4WCTj5kccfesTVFnvN,,,,,,,,,,
749,spotify:track:4gzsuuZypVbxs0Af1LSZyB,,,,,,,,,,
750,spotify:track:2JPLbjOn0wPCngEot2STUS,,,,,,,,,,
751,spotify:track:4IhTXiZLKATmwhMZIb1GQN,,,,,,,,,,
752,spotify:track:2Iyfw8YfKruAagJwGc4G07,,,,,,,,,,
753,spotify:track:18ywhG9EvuMMUIdUWxEqp7,,,,,,,,,,
754,spotify:track:7io1erAh1tMxG5VMBC8rVw,,,,,,,,,,
755,spotify:track:6125RUljDZ9MKwAICmzttp,,,,,,,,,,
756,spotify:track:13CgWZWZ0duVzOrGZTcnKq,,,,,,,,,,
757,spotify:track:0XtrwWT9Klqd5r63ypBgAz,,,,,,,,,,
758,spotify:track:2uTrOSgkY7bPDh7VLeaicM,,,,,,,,,,
759,spotify:track:75sA9kqySGXC9tOae0W0tA,,,,,,,,,,
760,spotify:track:5RSQUFoAIg75ZQKP5zyT8i,,,,,,,,,,
761,spotify:track:1WCEAGGRD066z2Q89ObXTq,,,,,,,,,,
762,spotify:track:5K6Ssv4Z3zRvxt0P6EKUAP,,,,,,,,,,
763,spotify:track:2prnn41CblB8B4yWACDljP,,,,,,,,,,
764,spotify:track:0lHAMNU8RGiIObScrsRgmP,,,,,,,,,,
765,spotify:track:1D2ZNECRd7KIlA4pyOUGsv,,,,,,,,,,
766,spotify:track:0siYMEsGrzzzlWLXK5zJfS,,,,,,,,,,
768,spotify:track:4dTaAiV9xFFCxnPur9c9yL,,,,,,,,,,
769,spotify:track:0uXO2GrNiIb1xHT9LUdxZE,,,,,,,,,,
770,spotify:track:5b2bu6yyATC1zMXDGScJ2d,,,,,,,,,,
771,spotify:track:07ImPoPqKNwqucuPEZooBj,,,,,,,,,,
772,spotify:track:7FCG2wIYG1XvGRUMACC2cD,,,,,,,,,,
773,spotify:track:1pq2CUdMBkl5MX7aDm5Twj,,,,,,,,,,
774,spotify:track:701AA4jldjmxUjOvP5sh1R,,,,,,,,,,
775,spotify:track:39jyqRd1NX7TfzGee5QPQo,,,,,,,,,,
776,spotify:track:5WnPPuttuxYw0jyFnQYpcp,,,,,,,,,,
778,spotify:track:4QG8MQ5LfyZpcKxnqhqEGr,,,,,,,,,,
779,spotify:track:2qb8RPLIVSEMIwKLKDtFfl,,,,,,,,,,
780,spotify:track:2l60Ifj9dzh2h4RQqxUu7K,,,,,,,,,,
781,spotify:track:40YcuQysJ0KlGQTeGUosTC,,,,,,,,,,
782,spotify:track:23L5CiUhw2jV1OIMwthR3S,,,,,,,,,,
783,spotify:track:4e4fqjx0Izh4svvTef1z7e,,,,,,,,,,
784,spotify:track:2oejEp50ZzPuQTQ6v54Evp,,,,,,,,,,
785,spotify:track:04ZTP5KsCypmtCmQg5tH9R,,,,,,,,,,
787,spotify:track:3MoV1UsAJmz64LHqyiRMp0,,,,,,,,,,
788,spotify:track:0OI7AFifLSoGzpb8bdBLLV,,,,,,,,,,
789,spotify:track:0HLhptvI8NozbOHRLNniFz,,,,,,,,,,
790,spotify:track:5fKTWlpV4hT7ujXV45WbtN,,,,,,,,,,
791,spotify:track:0aWMVrwxPNYkKmFthzmpRi,,,,,,,,,,
792,spotify:track:4vLYewWIvqHfKtJDk8c8tq,,,,,,,,,,
793,spotify:track:5vb7At47uO0yPGfmYnAHuw,,,,,,,,,,
794,spotify:track:4zxd4tiXPlWMqoJltbVTbE,,,,,,,,,,
795,spotify:track:1xicvSO4CJ2ymqYgpk7DFh,,,,,,,,,,
796,spotify:track:2x91iJc0UkFcjRMEZ2CoWB,,,,,,,,,,
797,spotify:track:6dRx7OUXfvosnXG3g9lWGi,,,,,,,,,,
799,spotify:track:5o3DSHw1ORhM3lWxqGRvEf,,,,,,,,,,
800,spotify:track:21HG0QIgIcVQ2EZeXubaqL,,,,,,,,,,
809,spotify:track:0RNxWy0PC3AyH4ThH3aGK6,,,,,,,,,,
814,spotify:track:1LGqJ3nvxpVXDWpEzq4DJD,,,,,,,,,,
826,spotify:track:3gMMHNUrq3rPeUfgQcAJ2H,,,,,,,,,,
834,spotify:track:56IQUfsUskt9VHe6YM6kue,,,,,,,,,,
836,spotify:track:3YlIKafSOnFnfjAs1E80ng,,,,,,,,,,
837,spotify:track:6RqomqKVORIwNJCKNxvc3F,,,,,,,,,,
838,spotify:track:6TMoKdGcSIHjLfyzINFB5X,,,,,,,,,,
842,spotify:track:6VTbbVjKOC2qWagIDbkJrC,,,,,,,,,,
844,spotify:track:5CKHhg31HcYYhwUeeGqvhq,,,,,,,,,,
845,spotify:track:39CyGKIFqMzSuynOR8uilD,,,,,,,,,,
848,spotify:track:1x9ahz0ALGHgbN9wwDjmre,,,,,,,,,,
850,spotify:track:5ywoRjfVIlcJiSAxwPT3Pt,,,,,,,,,,
853,spotify:track:1HgMfDaOxx0XkE4ISrC938,,,,,,,,,,
859,spotify:track:3BTUH65LL0kRRED0J0PaV8,,,,,,,,,,
860,spotify:track:0lKUEcJpGcox2NiEVFy9KX,,,,,,,,,,
861,spotify:track:0xMEF2WiqKWTIG7Krjungw,,,,,,,,,,
862,spotify:track:3OOFEF20WqtsUPcRbPY3L7,,,,,,,,,,
863,spotify:track:7aKWgpecgLEqisWcXPElDl,,,,,,,,,,
864,spotify:track:0qgiFuYhYuwtFXEwYakddE,,,,,,,,,,
865,spotify:track:5jhfa76FhqtD3Boij6MAKS,,,,,,,,,,
866,spotify:track:5Cg6S5BXG6lXqjijSK9zFh,,,,,,,,,,
867,spotify:track:2qQCU22yQXKjhytKUBxa59,,,,,,,,,,
868,spotify:track:5OLjhk2db14wAFMmWjrxGw,,,,,,,,,,
869,spotify:track:4G8Eu3EDQZYhHPfJMFCv8V,,,,,,,,,,
870,spotify:track:0qdJUhXtk9u7sdSwfBB5XU,,,,,,,,,,
877,spotify:track:1QlTNF43OyKK9BorIRsJ8o,,,,,,,,,,
893,spotify:track:5sNESr6pQfIhL3krM8CtZn,,,,,,,,,,
901,spotify:track:59nOXPmaKlBfGMDeOVGrIK,,,,,,,,,,
902,spotify:track:3XOalgusokruzA5ZBA2Qcb,,,,,,,,,,
904,spotify:track:1qMMYpVatbRITKCfq1gasi,,,,,,,,,,
905,spotify:track:6wyhUr4Xw8z5uSy0AhoZfU,,,,,,,,,,
906,spotify:track:0VgkVdmE4gld66l8iyGjgx,,,,,,,,,,
907,spotify:track:3FSwpQ9dBZBeBV6UdYHI2R,,,,,,,,,,
908,spotify:track:6OrTKLtcF7EBayOV2QqkSK,,,,,,,,,,
909,spotify:track:1K5KBOgreBi5fkEHvg5ap3,,,,,,,,,,
910,spotify:track:7rWCWzPRftzZTZtIyQtaDU,,,,,,,,,,
926,spotify:track:6kex4EBAj0WHXDKZMEJaaF,,,,,,,,,,
931,spotify:track:59nOXPmaKlBfGMDeOVGrIK,,,,,,,,,,
941,spotify:track:1EJIcDYXwSqipW5dFe4uJz,,,,,,,,,,
942,spotify:track:0rsTDgGRlXKuzSAxcdb4Ns,,,,,,,,,,
943,spotify:track:1sbEeUY8KsdvgiQi26JBFz,,,,,,,,,,
944,spotify:track:4nmD4awtUUCC4AGETpUiuP,,,,,,,,,,
945,spotify:track:3gruCKVuhCsRjs3a3dG8CA,,,,,,,,,,
946,spotify:track:45XhKYRRkyeqoW3teSOkCM,,,,,,,,,,
947,spotify:track:1jYiIOC5d6soxkJP81fxq2,,,,,,,,,,
949,spotify:track:20GrahbI4AzAOWxpYfDKkf,,,,,,,,,,
950,spotify:track:1cEhrSF6EylAEqdhUGuNpX,,,,,,,,,,
951,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,,,,,,,,,,
952,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,,,,,,,,,,
953,spotify:track:2bJvI42r8EF3wxjOuDav4r,,,,,,,,,,
954,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,,,,,,,,,,
956,spotify:track:62zFEHfAYl5kdHYOivj4BC,,,,,,,,,,
957,spotify:track:4Y7XAxTANhu3lmnLAzhWJW,,,,,,,,,,
958,spotify:track:0OPyDgTRuIdCJ9B4bYSths,,,,,,,,,,
959,spotify:track:3rfhI32Il2hVRKDkuGeeen,,,,,,,,,,
960,spotify:track:1PCvKFPWnTXAe2oaReVUcr,,,,,,,,,,
961,spotify:track:5PjdY0CKGZdEuoNab3yDmX,,,,,,,,,,
969,spotify:track:4j5ffIFh7bFT7GZciP1TCy,,,,,,,,,,
970,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,,,,,,,,,,
