Singers,Genre,Artist,TrackURI,Preview,track,acousticness,instrumentalness,energy,speechiness,liveness,loudness,danceability,tempo,valence
Gunna,Rap,spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ,,6HY3arOe4dD8UQ0oVDJ18E,WUNNA,0.0216,0.00456,0.455,0.256,0.11,-9,0.889,148.004,0.299
The Kid LAROI,Rap,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,,3tdjTdCCgKtwacsICCtPZZ,Costa Rica (feat. The Kid LAROI) - Remix,0.165,0,0.53,0.362,0.106,-9.891,0.89,127.889,0.644
Lil Skies,Rap,spotify:artist:7d3WFRME3vBY2cgoP38RDo,,5Cg98kiDYtCEHmjcKD0CJD,I Know You (feat. Yung Pinch),0.194,0.000443,0.602,0.108,0.141,-6.384,0.773,74.896,0.442
Lil Baby,Rap,spotify:artist:5f7VJjfbwm532GiveGC0ZK,,1b5bD9RZ2KFv34O9Dn5NNr,Drop A Tear (feat. Lil Baby),0.0724,0,0.641,0.377,0.108,-6.746,0.542,148.234,0.425
Lil Baby,Rap,spotify:artist:5f7VJjfbwm532GiveGC0ZK,,0qJeyYAgv6UpvewUxRXAhb,Rags2Riches 2 (feat. Lil Baby),0.147,0,0.443,0.241,0.124,-9.628,0.874,118.004,0.298
Travis Scott,Rap,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,,3WRIaWsws011vHMd9uzPjG,First Off (feat. Travis Scott),0.013,0,0.683,0.0776,0.28,-6.105,0.734,162.038,0.445
JACKBOYS,Rap,spotify:artist:7A8S43ryYdbWpJKeHRZRcq,,4AO1XhrgJczQ9bNVxdfKQe,WHAT TO DO? (feat. Don Toliver),0.0695,1.46E-05,0.594,0.0312,0.115,-5.191,0.643,118.037,0.195
Roddy Ricch,Rap,spotify:artist:757aE44tKEUQEqRuT6GnEB,,07KXEDMj78x68D884wgVEm,High Fashion (feat. Mustard),0.269,0,0.499,0.114,0.3,-8.442,0.831,97.956,0.511
PARTYNEXTDOOR,Rap,spotify:artist:2HPaUgqeutzr3jx5a9WyDV,,2BwTTHpaBZ9DuARYrIccyh,SAVAGE ANTHEM,0.526,0.0205,0.329,0.0446,0.158,-12.212,0.285,159.409,0.148
Bone Thugs-N-Harmony,Rap,spotify:artist:5spEJXLwD1sKUdC2bnOHPg,,4fupWy6EgMEsEGFXh7vCc9,If I Could Teach the World,0.191,0,0.441,0.098,0.0905,-10.116,0.71,80.024,0.537
Sheck Wes,Rap,spotify:artist:2RDOrhPqAM4jzTRCEb19qX,,6uJONCdr2rC65BNmCnTBWK,GANG GANG,0.071,0,0.6,0.301,0.353,-4.63,0.859,123.017,0.568
YBN Nahmir,Rap,spotify:artist:3gGUMEwIX6XodWsYEvKSal,,2iWEpiPiIPf5D4f2UGBlrZ,Bounce Out With That,0.033,0,0.624,0.103,0.0984,-8.224,0.865,94.94,0.396
Young M.A,Rap,spotify:artist:7LvoDJUNGnOrPdGRzVtOJ9,,1XhNV4snLHYwZVeaUoT0R3,"Thot Box (Remix) [feat. Young MA, Dreezy, Mulatto, DreamDoll, Chinese Kitty]",0.429,0,0.715,0.303,0.0923,-6.427,0.844,104.95,0.418
Yung Joc,Rap,spotify:artist:23LbwefIODbyGdRbAz3urj,,05Sgj1Hx03ZXc57gsV1kfX,It's Goin' Down (feat. Nitti),0.0986,0,0.577,0.0612,0.131,-7.702,0.888,84.003,0.609
21 Savage,Rap,spotify:artist:1URnnhqYAYcrqrcwql10ft,,4mt4VMndCT5kP2GwXKcECc,Rover 2.0 (feat. 21 Savage),0.224,0,0.867,0.289,0.117,-3.293,0.897,140.092,0.791
21 Savage,Rap,spotify:artist:1URnnhqYAYcrqrcwql10ft,,3xAXYCtd98G5G0SSJAHtqd,Dip Dip,0.128,0.0326,0.597,0.145,0.131,-8.574,0.726,83.021,0.367
Pearl Jam,Rock,spotify:artist:1w5Kfo2jwwIPruYS2UWh56,,6QewNVIDKdSl8Y3ycuHIei,Even Flow,0.00178,4.54E-06,0.944,0.0761,0.298,-6.506,0.394,105.338,0.265
Van Morrison,Rock,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,,4dBI72rgkmG0gTzswyBTzz,Sweet Thing - 1999 Remaster,0.23,0.000226,0.385,0.0339,0.124,-14.636,0.518,86.604,0.712
Houndmouth,Rock,spotify:artist:7EGwUS3c5dXduO4sMyLWC5,,2kG5litgxXvx6ZRgwO1v7W,Sedona,0.0372,0.000137,0.677,0.0354,0.112,-7.513,0.396,135.177,0.249
Pink Floyd,Rock,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,,0vFOzaXqZHahrZp6enQwQb,Money,0.0241,0.00201,0.537,0.152,0.269,-10.421,0.469,124.193,0.783
David Bowie,Rock,spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,,6qd8ZujxMAQXQeVuQBFHTZ,Rebel Rebel - Remastered,0.0178,0,0.889,0.053,0.191,-9.456,0.626,126.074,0.499
Led Zeppelin,Rock,spotify:artist:36QJpDe2go2KgaRleHCDTp,,5UdShl12E6eHEgS8lQ1bPr,All My Love - Remaster,0.123,1.42E-05,0.791,0.0303,0.162,-8.356,0.552,91.2,0.698
Jackson Browne,Rock,spotify:artist:5lkiCO9UQ8B23dZ1o0UV4m,,2C0RI3XZYEyne1ZQ4YBl5y,Take It Easy,0.0471,0,0.669,0.0276,0.195,-8.711,0.535,138.264,0.397
David Gilmour,Rock,spotify:artist:2FcC4sDMXme2ziI7tGKMK8,,3KwsuUstyHS3a5z2GGYEST,"Yes, I Have Ghosts",0.865,3.22E-05,0.252,0.0328,0.109,-15.084,0.566,126.109,0.257
Dream Theater,Rock,spotify:artist:2aaLAng2L2aWD2FClzwiep,,1qZGjqfS5QoZQ5BKAhAauT,A Change of Seasons - The Crimson Sunrise / Innocence / Carpe Diem / The Darkest of Winters / Another World / The Inevitable Summer / The Crimson Sunset,0.000575,0.031,0.806,0.0562,0.103,-6.63,0.306,115.709,0.225
Boston,Rock,spotify:artist:29kkCKKGXheHuoO829FxWK,,4QySZtWymRGNgrwxZOODKF,Don't Look Back,0.015,0.00365,0.717,0.0405,0.36,-10.309,0.359,121.878,0.47
Echo & the Bunnymen,Rock,spotify:artist:0fgYKF9Avljex0L9Wt5b8Z,,15049rGLXHwrWtE4euUb5C,The Killing Moon,0.132,0.0338,0.85,0.0361,0.295,-4.769,0.522,124.216,0.71
Led Zeppelin,Rock,spotify:artist:36QJpDe2go2KgaRleHCDTp,,70gbuMqwNBE2Y5rkQJE9By,Going to California - Remaster,0.943,0.045,0.265,0.0333,0.0867,-15.913,0.503,78.044,0.522
Electric Light Orchestra,Rock,spotify:artist:7jefIIksOi1EazgRTfW2Pk,,6Vx361XKw3Nh5ZU5UeMZPz,Oh No Not Susan,0.405,0.00138,0.426,0.0452,0.588,-14.433,0.485,125.391,0.738
Tom Petty and the Heartbreakers,Rock,spotify:artist:4tX2TplrkIP4v05BNC903e,,5x53pbGk6sbl1BGom19QQ5,Breakdown,0.398,6.76E-05,0.35,0.0436,0.123,-8.395,0.625,113.688,0.69
Jimi Hendrix,Rock,spotify:artist:776Uo845nYHJpNaStv1Ds4,,0NWPxcsf5vdjdiFUI8NgkP,Hey Joe,0.00603,0.38,0.768,0.0377,0.0244,-5.695,0.346,169.492,0.532
311,Rock,spotify:artist:41Q0HrwWBtuUkJc7C1Rp6K,,51UtgWS4z1eMPuLQOzPtNH,Amber,0.119,0.00427,0.727,0.0455,0.1,-8.638,0.659,166.163,0.748
Pink Floyd,Rock,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,,10MTJevhB5UbnhK7In4vav,Arnold Layne - 2016 Remastered Version,0.292,1.98E-06,0.561,0.0326,0.0752,-8.266,0.297,132.548,0.234
Led Zeppelin,Rock,spotify:artist:36QJpDe2go2KgaRleHCDTp,,2256UUbtBrQJSrbzYpDviT,The Wanton Song - 1990 Remaster,0.00148,0.0729,0.74,0.044,0.0958,-9.29,0.513,111.097,0.577
Molly Hatchet,Rock,spotify:artist:4ZqBwBVB3dsYWL3d5Spi10,,61BywQA7q8KjpGjp3rHuRv,Flirtin' with Disaster,0.00153,0.0157,0.821,0.0433,0.18,-6.262,0.273,179.882,0.739
K.Flay,Rock,spotify:artist:0pCNk4D3E2xtszsm6hMsWr,,1DQMwm6KhYrNEJH7jrSEEO,Back at the Start (feat. K. Flay),0.00687,2.15E-05,0.865,0.097,0.435,-4.75,0.518,169.934,0.536
Dream Theater,Rock,spotify:artist:2aaLAng2L2aWD2FClzwiep,,6nRCTb5b0N5zp8WTeY6xFZ,"Metropolis - Part I: ""The Miracle and the Sleeper""",0.000104,0.00536,0.907,0.0586,0.337,-9.29,0.28,104.896,0.45
Pantera,Rock,spotify:artist:14pVkFUHDL207LzLHtSA18,,6rkeaQRCWZxwkjhyqgxjXi,Mouth for War,4.20E-06,0.000614,0.954,0.0722,0.051,-7.006,0.329,156.899,0.627
Led Zeppelin,Rock,spotify:artist:36QJpDe2go2KgaRleHCDTp,,3MODES4TNtygekLl146Dxd,Ramble On - 1990 Remaster,0.072,0.000852,0.607,0.0336,0.225,-11.367,0.468,98.429,0.886
Electric Light Orchestra,Rock,spotify:artist:7jefIIksOi1EazgRTfW2Pk,,4vmTtO8qFF9StEVeQ1KftR,It's Over,0.571,0,0.497,0.0304,0.116,-10.604,0.637,111.429,0.435
Europe,Rock,spotify:artist:7Js6Lde8thlIHXggv2SCBz,,3MrRksHupTVEQ7YbA0FsZK,The Final Countdown,0.0628,0.00084,0.844,0.058,0.0608,-6.918,0.536,117.652,0.185
Loverboy,Rock,spotify:artist:2CLVPk9FcywjClBcTvWPkT,,2Z81PDDYNMTxZKiU2XIuFx,Turn Me Loose,0.0841,0.000663,0.641,0.0312,0.303,-12.205,0.588,119.374,0.548
The Doors,Rock,spotify:artist:22WZ7M8sxp5THdruNY3gXt,,3MFFDRC4wTN9JNGtzXsZlN,Love Her Madly,0.0573,0.00485,0.587,0.0316,0.0416,-7.393,0.564,147.462,0.966
The Presidents Of The United States Of America,Rock,spotify:artist:1lZvg4fNAqHoj6I9N8naBM,,4WamMWxFi6ts3xkIhivF5c,Kitty,0.0799,0,0.801,0.254,0.051,-5.919,0.498,92.126,0.55
Electric Light Orchestra,Rock,spotify:artist:7jefIIksOi1EazgRTfW2Pk,,0NN32Knbyo4gM1DKY9rdzg,Do Ya,0.0394,0.000518,0.571,0.0332,0.602,-5.862,0.494,124.045,0.712
ZZ Top,Rock,spotify:artist:2AM4ilv6UzW0uMRuqKtDgN,,6zGDIDjfDkPyNxrEERO3XG,Tush - 2006 Remaster,0.1,0.00157,0.885,0.0715,0.146,-5.154,0.58,145.405,0.788
Dire Straits,Rock,spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T,,423o3ZHIaBtGXyhF1uH41a,Walk of Life,0.435,9.13E-05,0.936,0.109,0.124,-6.866,0.461,172.404,0.804
Eagles,Rock,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,,6x8C7SBqQukeaeh9etWdZY,The Best of My Love - 2013 Remaster,0.717,0,0.393,0.0237,0.0532,-11.095,0.559,90.105,0.669
Skid Row,Rock,spotify:artist:4opTS86dN9uO313J9CE8xg,,5uughkugWM5UP0qzts0U5c,Monkey Business,0.0012,0.00055,0.896,0.0541,0.103,-6.734,0.497,96.878,0.56
Jimi Hendrix,Rock,spotify:artist:776Uo845nYHJpNaStv1Ds4,,2AxCeJ6PSsBYiTckM0HLY7,Voodoo Child (Slight Return),0.48,0.00839,0.91,0.389,0.0517,-6.662,0.214,175.561,0.447
Dire Straits,Rock,spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T,,6cr6UDpkjEaMQ80OjWqEBQ,Sultans of Swing,0.0632,0.0661,0.868,0.0288,0.318,-7.325,0.73,148.217,0.923
The Doors,Rock,spotify:artist:22WZ7M8sxp5THdruNY3gXt,,1Q5kgpp4pmyGqPwNBzkSrw,Roadhouse Blues,0.336,4.60E-05,0.633,0.0304,0.147,-8.212,0.623,121.119,0.895
Testament,Rock,spotify:artist:28hJdGN1Awf7u3ifk2lVkg,,4NKqJMlONXzac3DEmh5iwp,Trial by Fire,0.000257,0.426,0.791,0.0425,0.21,-11.187,0.331,94.907,0.309
Kansas,Rock,spotify:artist:2hl0xAkS2AIRAu23TVMBG1,,6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,0.367,0.00056,0.322,0.0283,0.11,-10.687,0.475,93.503,0.387
Midnight Oil,Rock,spotify:artist:72KyoXzp0NOQij6OcmZUxk,,1CtAzw53AIXKjAemxy4b1j,Beds Are Burning - Remastered,0.00787,0.00065,0.427,0.0387,0.058,-11.112,0.753,119.18,0.295
Living Colour,Rock,spotify:artist:6Uhp7WA6sjm5ZL6Xz561de,,5F7MooWQ4UnGXdr6DtNVd5,Cult of Personality,0.00164,2.12E-05,0.918,0.0517,0.78,-3.463,0.504,92.031,0.539
Judas Priest,Rock,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,,6noDJ06v7z8bCsBitjxFG2,The Sentinel,0.00268,0.00425,0.863,0.103,0.099,-5.145,0.15,185.664,0.321
Muse,Rock,spotify:artist:12Chz98pHFMPJEknJQMWvI,,4VqPOruhp5EdPBeR92t6lQ,Uprising,0.000202,0.064,0.905,0.0775,0.117,-4.046,0.602,128.019,0.411
W.A.S.P.,Rock,spotify:artist:3BVkDHWRvLJEyKdvhLbjsq,,22KezdnLpayPKz4aTDt899,Animal (Fuck Like A Beast),0.0159,7.02E-06,0.963,0.158,0.549,-5.735,0.299,143.539,0.15
The Byrds,Rock,spotify:artist:1PCZpxHJz7WAMF8EEq8bfc,,6UUz1M4bw3DSoX7Z8Oti5Y,Bristol Steam Convention Blues,0.00808,0.978,0.832,0.0378,0.382,-9.346,0.403,137.425,0.89
Incubus,Rock,spotify:artist:3YcBF2ttyueytpXtEzn1Za,,0uLhNT7UIH3nZCCDZd3OBl,Anna Molly,0.00428,7.36E-06,0.973,0.0514,0.0924,-2.611,0.451,151.885,0.628
Janis Joplin,Rock,spotify:artist:4NgfOZCL9Ml67xzM0xzIvC,,1xKQbqQtQWrtQS47fUJBtl,Piece of My Heart,0.263,0.000141,0.727,0.145,0.169,-7.951,0.443,160.82,0.566
Boston,Rock,spotify:artist:29kkCKKGXheHuoO829FxWK,,1GqlvSEtMx5xbGptxOTTyk,Peace of Mind,0.000989,9.65E-05,0.677,0.0343,0.211,-6.183,0.421,127.67,0.683
David Bowie,Rock,spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,,3EM42kT3ARiZJhXJPoFaZe,Heroes - Single Version [Remastered],0.016,0.107,0.681,0.0276,0.102,-8.263,0.502,112.16,0.584
David Bowie,Rock,spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,,72Z17vmmeQKAg8bptWvpVG,Space Oddity - 2015 Remaster,0.0748,0.000138,0.443,0.0346,0.177,-12.621,0.299,139.539,0.434
Alice In Chains,Rock,spotify:artist:64tNsm6TnZe2zpcMVMOoHL,,6PvpKM4BW48ic8cbM4Vxcg,Man in the Box,0.00136,0,0.849,0.0456,0.0904,-4.604,0.337,106.395,0.685
Pantera,Rock,spotify:artist:14pVkFUHDL207LzLHtSA18,,1lM1ZHTvfKi5CMRjsZ4Sg9,Hollow,9.48E-05,0.0504,0.688,0.0326,0.051,-10.883,0.273,100.077,0.347
Judas Priest,Rock,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,,1zMXCwfwiIGPZA4kq7ideV,Desert Plains,0.000464,0.00866,0.923,0.0447,0.564,-5.154,0.538,124.445,0.444
Pink Floyd,Rock,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,,4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",0.0781,0.000677,0.394,0.0428,0.247,-15.881,0.694,104.126,0.719
Deftones,Rock,spotify:artist:6Ghvu1VvMGScGpOUJBAHNH,,1gzWd0ILFaCoHUfQSkCIvl,Minerva,0.000152,0.623,0.934,0.0644,0.281,-5.518,0.349,124.055,0.0788
Sepultura,Rock,spotify:artist:6JW8wliOEwaDZ231ZY7cf4,,2OoS1aZFAFscH1cUiKlazH,Refuse / Resist,0.000288,0.00337,0.953,0.147,0.104,-6.95,0.475,118.033,0.224
Judas Priest,Rock,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,,5bkNg8UwgncK6vezaiPh1I,Beyond the Realms of Death,0.037,4.49E-05,0.678,0.0309,0.224,-6.747,0.287,172.819,0.531
Third Eye Blind,Rock,spotify:artist:6TcnmlCSxihzWOQJ8k0rNS,,3Uvx1TO0Kg5HgGPk58lHXv,How's It Going to Be,0.00327,0.00139,0.593,0.0263,0.0967,-9.362,0.562,80.289,0.574
Cheap Trick,Rock,spotify:artist:1LB8qB5BPb3MHQrfkvifXU,,669cOBjpY4Y5O98Nmk6139,Surrender,0.00757,5.02E-06,0.953,0.0416,0.771,-7.097,0.524,133.828,0.869
Cheap Trick,Rock,spotify:artist:1LB8qB5BPb3MHQrfkvifXU,,1JkZg3eMQTmTn93E8Yd3UL,I Want You to Want Me,0.78,0.0134,0.462,0.0298,0.15,-12.778,0.806,92.726,0.736
The Guess Who,Rock,spotify:artist:0cQuYRSzlItquYxsQKDvVc,,3LQPTJEqOfljGBxmpgUnoC,American Woman,0.146,0.00608,0.726,0.0516,0.428,-8.51,0.55,92.697,0.37
Tommy James & The Shondells,Rock,spotify:artist:01hRNr3yF5bYnPq4wZ88iI,,1vXuYPpkLjn1v06E2EsWQY,Crimson & Clover - Single Version,0.255,0.0325,0.59,0.0701,0.177,-12.277,0.412,85.824,0.653
Van Halen,Rock,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K,,0TaT50ZZxT4ytZxuqkE3A9,Why Can't This Be Love,0.0606,0,0.626,0.0452,0.0767,-13.371,0.531,88.236,0.746
AC/DC,Rock,spotify:artist:711MCceyCBcFnzjGY4Q7Un,,1KBuhAHzia2qoD4u6YhvER,Stiff Upper Lip,0.0344,0.00773,0.851,0.033,0.16,-4.206,0.588,123.691,0.706
Electric Light Orchestra,Rock,spotify:artist:7jefIIksOi1EazgRTfW2Pk,,3SPcBPzvbmWLl8NU5efx4W,Telephone Line,0.771,2.27E-05,0.367,0.0298,0.0847,-8.164,0.467,70.856,0.205
Gov't Mule,Rock,spotify:artist:5zoKOcTDI9EMOhGNaxL708,,3lzYx9dpCNw6CkttQe6SlE,Soulshine,0.497,0.00201,0.586,0.0773,0.16,-8.077,0.431,126.134,0.262
Electric Light Orchestra,Rock,spotify:artist:7jefIIksOi1EazgRTfW2Pk,,2hdNya0b6Cc2YJ8IyaQIWp,Livin' Thing,0.583,0,0.651,0.0323,0.121,-7.097,0.549,122.818,0.368
Neil Young,Rock,spotify:artist:6v8FB84lnmJs434UJf2Mrm,,2anPa0qaFG1Nf0swkpfOQd,After the Gold Rush - 2009 Remaster,0.984,2.19E-06,0.158,0.0332,0.113,-12.9,0.473,98.008,0.329
Electric Light Orchestra,Rock,spotify:artist:7jefIIksOi1EazgRTfW2Pk,,0qfSskG727QTpvW82a7LEW,Ma-Ma-Ma Belle,0.568,0,0.618,0.0469,0.226,-10.744,0.545,121.899,0.728
311,Rock,spotify:artist:41Q0HrwWBtuUkJc7C1Rp6K,,3mtukCAgd0mE260QcBfXAX,Love Song,0.0154,0.0499,0.686,0.0309,0.0932,-8.337,0.625,139.817,0.556
Pink Floyd,Rock,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,,1jlcpwrEnd7IKDz69M5jGk,See Emily Play - 2016 Remastered Version,0.211,0,0.754,0.0381,0.124,-7.035,0.438,123.744,0.435
The Doobie Brothers,Rock,spotify:artist:39T6qqI0jDtSWWioX8eGJz,,2fja4gHzPsIXiK4bMeU0hN,Listen to the Music,0.214,4.21E-06,0.526,0.0349,0.069,-15.147,0.643,105.922,0.881
Black Sabbath,Rock,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,,6JZr1Anh17IB6DXtQDvxnh,Into the Void,0.011,0.0378,0.549,0.039,0.109,-13.487,0.416,76.233,0.535
Type O Negative,Rock,spotify:artist:0blJzvevdXrp21YeI2vbco,,58RDwkonFMOkoytBtIQetc,Love You to Death,0.359,0.084,0.738,0.0319,0.0801,-7.329,0.423,111.414,0.276
311,Rock,spotify:artist:41Q0HrwWBtuUkJc7C1Rp6K,,0LtsuNRz3IMRrHCYO9fKRk,Beautiful Disaster,0.000387,0.00131,0.738,0.0353,0.13,-8.122,0.576,168.132,0.675
Led Zeppelin,Rock,spotify:artist:36QJpDe2go2KgaRleHCDTp,,3tcaltthSz9s6awB6koVRo,Good Times Bad Times - Remaster,0.0803,2.13E-06,0.718,0.0881,0.0513,-9.994,0.457,93.395,0.686
The Stone Roses,Rock,spotify:artist:1lYT0A0LV5DUfxr6doRP3d,,3clIHVzJ9J2rvvrFUKLICo,She Bangs the Drums - Remastered,0.00649,0.00643,0.976,0.0912,0.123,-4.782,0.34,144.737,0.669
Judas Priest,Rock,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,,1KBCrhaog1gG6PVMdP2H7Q,Screaming for Vengeance,0.00946,3.63E-06,0.978,0.088,0.495,-5.514,0.366,112.874,0.192
AC/DC,Rock,spotify:artist:711MCceyCBcFnzjGY4Q7Un,,79KUOd1p6yNjh2Jkr9IQHk,Hell Ain't a Bad Place to Be,0.181,0.0146,0.737,0.175,0.346,-5.284,0.604,128.056,0.417
Billy Joel,Rock,spotify:artist:6zFYqv1mOsgBRQbae3JJ9e,,5RgFlk1fcClZd0Y4SGYhqH,She's Always a Woman,0.797,0.000473,0.324,0.0346,0.12,-11.996,0.292,176.631,0.384
Placebo,Rock,spotify:artist:6RZUqkomCmb8zCRqc9eznB,,3tRv4ZYZimrL27flnjgeR6,Every You Every Me,2.70E-05,0.719,0.923,0.0569,0.325,-7.547,0.478,133.134,0.165
Led Zeppelin,Rock,spotify:artist:36QJpDe2go2KgaRleHCDTp,,6fxcpQMUoX0ofnbIHVnVWN,Out on the Tiles - Remaster,0.083,0.00282,0.962,0.0567,0.138,-8.423,0.418,94.141,0.59
Fleetwood Mac,Rock,spotify:artist:08GQAI4eElDnROBrJRGE0X,,7Dm3dV3WPNdTgxoNY7YFnc,The Chain - 2004 Remaster,0.0517,6.63E-05,0.755,0.0524,0.0781,-6.95,0.522,151.796,0.637
Stone Temple Pilots,Rock,spotify:artist:2UazAtjfzqBF0Nho2awK4z,,5SrnKN9CdGLLHIOUQMHNod,Vasoline,0.00141,0.000167,0.989,0.111,0.0911,-4.945,0.297,168.893,0.323
Suicidal Tendencies,Rock,spotify:artist:3WPKDlucMsXH6FC1XaclZC,,203xxdlledLFnkqrUleD72,You Can't Bring Me Down,0.00195,4.69E-05,0.958,0.375,0.0915,-10.798,0.281,136.851,0.0381
Audioslave,Rock,spotify:artist:2ziB7fzrXBoh1HUPS6sVFn,,3YuaBvuZqcwN3CEAyyoaei,Like a Stone,0.00797,0,0.568,0.0276,0.0997,-5.477,0.614,107.849,0.516
Incubus,Rock,spotify:artist:3YcBF2ttyueytpXtEzn1Za,,7GkgOD5KQtoOFXYyY9mySX,Make Yourself,0.00127,0.0125,0.979,0.106,0.355,-5.021,0.41,146.741,0.478
Incubus,Rock,spotify:artist:3YcBF2ttyueytpXtEzn1Za,,4bCNuJYfnWglrBsd9s9LDE,Oil and Water,0.145,9.59E-05,0.785,0.0329,0.165,-5.364,0.594,130.217,0.278
Pantera,Rock,spotify:artist:14pVkFUHDL207LzLHtSA18,,2M5WTwqnkyz7bW6P1CiD6q,I'm Broken,0.000594,0.559,0.878,0.0553,0.139,-6.352,0.419,147.385,0.666
Deep Purple,Rock,spotify:artist:568ZhdwyaiCyOGJRtNYhWf,,3BaFLw5Tgx42RbedE9gd06,Hush - 2014 Remaster,0.0176,0.732,0.676,0.0471,0.129,-11.267,0.585,109.309,0.474
Jethro Tull,Rock,spotify:artist:6w6z8m4WXX7Tub4Rb6Lu7R,,5UuikgHTxSRFRnC0zXx10i,Aqualung,0.0649,0.029,0.479,0.0483,0.0906,-11.887,0.477,122.531,0.662
Mott The Hoople,Rock,spotify:artist:6ysQi6NI88X627t2srsWz6,,0WNGPpmWqzPnk0psUhJ3SX,All the Young Dudes,0.208,0,0.668,0.044,0.538,-7.539,0.429,77.737,0.398
Bob Dylan,Rock,spotify:artist:74ASZWbe4lXaubB36ztrGX,,52vA3CYKZqZVdQnzRrdZt6,The Times They Are A-Changin',0.887,0,0.396,0.0332,0.0828,-7.999,0.389,171.86,0.585
Boston,Rock,spotify:artist:29kkCKKGXheHuoO829FxWK,,39C5FuZ8C8M0QI8CrMsPkR,Foreplay / Long Time,0.00975,0.00748,0.657,0.0541,0.0931,-8.868,0.436,118.693,0.21
Electric Light Orchestra,Rock,spotify:artist:7jefIIksOi1EazgRTfW2Pk,,3hfqwHXcRLq6BSneRpEdtm,The Diary of Horace Wimp,0.794,0,0.494,0.058,0.735,-9.073,0.64,171.219,0.619
Judas Priest,Rock,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,,6aQBzaeOIajIPGAMzqa23J,Freewheel Burning,4.59E-05,0.00341,0.862,0.0495,0.234,-4.45,0.32,123.593,0.327
W.A.S.P.,Rock,spotify:artist:3BVkDHWRvLJEyKdvhLbjsq,,6w8dBm5KlXxWejYrbGS1EJ,I Wanna Be Somebody,0.000826,0,0.825,0.0466,0.268,-7.049,0.285,164.611,0.516
Led Zeppelin,Rock,spotify:artist:36QJpDe2go2KgaRleHCDTp,,5G7uLHtoEW140QOcBpJlfz,What Is and What Should Never Be - 1990 Remaster,0.275,0,0.472,0.0473,0.0843,-12.939,0.34,78.086,0.533
Eagles,Rock,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,,2TjnCxxQRYn56Ye8gkUKiW,Desperado - 2013 Remaster,0.946,0.000222,0.224,0.0311,0.273,-12.749,0.228,60.3,0.18
Foreigner,Rock,spotify:artist:6IRouO5mvvfcyxtPDKMYFN,,6xMHglHoafdDFGXS6qfwSH,Hot Blooded,0.229,0,0.806,0.0814,0.0676,-4.83,0.705,117.945,0.763
Neil Young,Rock,spotify:artist:6v8FB84lnmJs434UJf2Mrm,,4CqbJHZ6JtVM3MLh41y7JI,Like a Hurricane - 2003 Remaster,0.0129,0.00113,0.834,0.037,0.164,-5.498,0.423,113.876,0.606
Kid Rock,Rock,spotify:artist:7dOBabd5O4CvKrg4iriHTM,,19LT4ZUEeoUdimKE04WJJg,Cowboy,0.085,0,0.897,0.291,0.108,-2.921,0.608,166.652,0.868
Accept,Rock,spotify:artist:3JDIAtVrJdQ7GFOX26LYpv,,2dbOYFfS7r7NAzquRvji9A,Balls to the Wall,0.00392,0.000143,0.739,0.0517,0.168,-7.383,0.544,118.287,0.328
Toad The Wet SpRocket,Rock,spotify:artist:4j7EVY3kuDwLPfD2jfC7LC,,6LlD5wT5aaVc87PzuuGRyq,All I Want,0.0748,3.63E-06,0.805,0.0797,0.15,-7.435,0.597,124.322,0.627
Electric Light Orchestra,Rock,spotify:artist:7jefIIksOi1EazgRTfW2Pk,,5kVqD0FKIMuhqoZBop0uIq,Wild West Hero,0.511,0.00824,0.35,0.0271,0.126,-9.256,0.283,75.107,0.211
Led Zeppelin,Rock,spotify:artist:36QJpDe2go2KgaRleHCDTp,,4ZkhFcoS3apzze9w2yI9NO,Thank You - 1990 Remaster,0.171,0.00225,0.27,0.059,0.165,-14.429,0.316,78.476,0.0956
The Hollies,Rock,spotify:artist:6waa8mKu91GjzD4NlONlNJ,,4OTw5splgMdlYklwHMHxLK,Long Cool Woman (In a Black Dress) - 1999 Remaster,0.411,0.00221,0.868,0.062,0.355,-9.326,0.757,138.923,0.815
