Singers,Genre,Artist,TrackURI,Preview,track,acousticness,instrumentalness,energy,speechiness,liveness,loudness,danceability,tempo,valence
ZZ Top,Rock,spotify:artist:2AM4ilv6UzW0uMRuqKtDgN,,70YvYr2hGlS01bKRIho1HM,La Grange - 2005 Remaster,0.00249,0.0304,0.64,0.224,0.196,-9.937,0.545,80.544,0.606
Pink Floyd,Rock,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,,5HNCy40Ni5BZJFw1TKzRsC,Comfortably Numb,0.15,0.308,0.366,0.0286,0.0837,-12.595,0.472,127.167,0.171
Black Rebel Motorcycle Club,Rock,spotify:artist:1tpXaFf2F55E7kVJON4j4G,,57XbiF3mXSAXDntyEw57lW,Ain't No Easy Way,0.0657,1.49E-06,0.947,0.0457,0.065,-4.2,0.532,95.786,0.748
Paul Simon,Rock,spotify:artist:2CvCyf1gEVhI0mX6aFXmVI,,6vxHp3CDNo0afgKGp2yi1E,Me and Julio Down by the Schoolyard,0.237,1.80E-06,0.816,0.13,0.104,-10.593,0.626,105.33,0.798
Montrose,Rock,spotify:artist:0VdoLGGpWcDZnzep6SSTdP,,2kLGZ6ESCKHdQ0DqXoX4PS,Space Station #5,0.0277,0.00376,0.875,0.108,0.868,-10.794,0.283,168.309,0.562
REO Speedwagon,Rock,spotify:artist:55vs7NT1KxcFjbMC4y202E,,63tg0BOsXkohsjx3B87ui6,Back on the Road Again,0.000157,2.27E-05,0.817,0.0593,0.221,-7.743,0.452,126.04,0.412
Boston,Rock,spotify:artist:29kkCKKGXheHuoO829FxWK,,5E89Izp4YhPyNShoxiOJ1u,Rock & Roll Band,0.00343,2.92E-05,0.838,0.0433,0.377,-6.153,0.487,136.743,0.655
Ted Nugent,Rock,spotify:artist:21ysNsPzHdqYN2fQ75ZswG,,0SvfyHYDp2uIsHt53LDlI9,Cat Scratch Fever,0.0049,0.123,0.916,0.034,0.104,-4.185,0.549,127.131,0.632
Bob Dylan,Rock,spotify:artist:74ASZWbe4lXaubB36ztrGX,,5ZgZhzQGCqVwPydT4CkH0W,"Like a Rolling Stone - Live at Royal Albert Hall, London, UK - May 26, 1966",0.256,3.37E-05,0.867,0.092,0.682,-7.18,0.162,174.851,0.499
Foreigner,Rock,spotify:artist:6IRouO5mvvfcyxtPDKMYFN,,7vidktgNZFQylTgH1GEnMs,Cold as Ice,0.0987,1.48E-06,0.486,0.0272,0.143,-11.81,0.516,132.542,0.471
Blackberry Smoke,Rock,spotify:artist:5P1oS9DUTPEqcrmXDmX4p8,,5Y36csDNfP9gRThyyveiBT,One Horse Town,0.281,0,0.734,0.0355,0.119,-4.615,0.599,118.928,0.243
Alice Cooper,Rock,spotify:artist:3EhbVgyfGd7HkpsagwL9GS,,6TPMFSJFmyIohTM5El90Po,Under My Wheels,0.000485,0.376,0.798,0.0671,0.141,-13.952,0.239,141.228,0.292
Eagles,Rock,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,,6zodLniefdaHk6QoreGWkT,Tequila Sunrise - 2013 Remaster,0.536,0.0421,0.397,0.0265,0.106,-12.855,0.632,110.578,0.731
Van Halen,Rock,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K,,0Z7O8GMQShj9TJrm2yX1R6,Jump - 2004 Remaster,0.123,3.01E-05,0.838,0.0317,0.053,-5.824,0.553,129.893,0.821
Sepultura,Rock,spotify:artist:6JW8wliOEwaDZ231ZY7cf4,,3erQAddOalef7tmVpAZ3BV,Dead Embryonic Cells,9.62E-06,0.175,0.917,0.0693,0.108,-6.776,0.445,106.54,0.439
REO Speedwagon,Rock,spotify:artist:55vs7NT1KxcFjbMC4y202E,,4rcHWl68ai6KvpXlc8vbnE,Keep on Loving You,0.0519,0,0.722,0.034,0.117,-5.963,0.306,174.732,0.41
Aerosmith,Rock,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,,0ZGLuduCPjgWY1n85ykgMe,Back In the Saddle,0.00578,0.00945,0.903,0.0389,0.0945,-9.661,0.426,122.201,0.762
Led Zeppelin,Rock,spotify:artist:36QJpDe2go2KgaRleHCDTp,,6hu1f1cXSw7OAqhpSQ2zDy,Dazed and Confused - 1990 Remaster,0.044,0.0096,0.553,0.0472,0.0999,-9.526,0.271,86.762,0.433
TOOL,Rock,spotify:artist:2yEwvVSSSUkcLeSTNyHKh8,,2gbPu2QNqhnnqtfK3yyeZ0,Jambi,0.000145,0.854,0.831,0.0505,0.346,-7.419,0.475,110.42,0.521
Faces,Rock,spotify:artist:3v4feUQnU3VEUqFrjmtekL,,4lJ6YVXQ0jUk5ILu0PSrA4,Ooh La La,0.579,1.14E-05,0.574,0.03,0.216,-8.166,0.601,147.964,0.8
Aerosmith,Rock,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,,7Id8Qi0oQMV8J78fdtuZxo,Mama Kin,0.122,0.00144,0.751,0.0403,0.271,-10.91,0.426,153.359,0.889
Type O Negative,Rock,spotify:artist:0blJzvevdXrp21YeI2vbco,,710B9xFjNOisQtKtppZE9p,Black No. 1 (Little Miss Scare -All),0.0397,0.00228,0.7,0.0611,0.106,-8.885,0.348,93.614,0.416
Judas Priest,Rock,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,,1Ym7220l4W7Yz7Yt26rWSr,Rapid Fire,0.000267,0.00075,0.994,0.0902,0.316,-5.829,0.375,135.431,0.259
Iron Maiden,Rock,spotify:artist:6mdiAmATAx73kdxrNrnlao,,4q9YY8eorYGjpjk3Zko7l9,Blood Brothers - 2015 Remaster,0.0501,0.0338,0.809,0.0479,0.133,-6.316,0.243,182.679,0.444
Quiet Riot,Rock,spotify:artist:1dLWg6m8RRhizsdqJbhyj3,,3vV3cr2TpPqFk07zxYUbla,Cum on Feel the Noize,0.00719,0.00105,0.92,0.12,0.0823,-5.439,0.409,145.085,0.37
Aerosmith,Rock,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,,5SZ6zX4rOrEQferfFC2MfP,Walk This Way,0.0114,1.03E-05,0.73,0.043,0.0754,-10.613,0.653,108.705,0.894
Black Sabbath,Rock,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,,5clz8BOBulxx7q2yHxqOCk,Children of the Grave - 2014 Remaster,0.0802,0.132,0.65,0.0375,0.0962,-13.928,0.318,149.994,0.368
Pixies,Rock,spotify:artist:6zvul52xwTWzilBZl6BUbT,,5BP0oaQ1VhuaznT77CBXQp,Where Is My Mind?,0.0177,0.000856,0.597,0.0396,0.091,-8.063,0.508,81.982,0.185
Boston,Rock,spotify:artist:29kkCKKGXheHuoO829FxWK,,1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,0.000894,0.00217,0.682,0.0299,0.0504,-8.039,0.377,108.736,0.288
Humble Pie,Rock,spotify:artist:2CxLP749mup3ncPrXgCnvU,,1oJSyT1e6KEokL1CV3qb4E,I Don’t Need No Doctor,0.00094,0.084,0.876,0.116,0.936,-5.551,0.357,137.71,0.589
Pantera,Rock,spotify:artist:14pVkFUHDL207LzLHtSA18,,6LhUsJiXAuxoalUz01evh0,Revolution Is My Name,6.17E-05,0.12,0.988,0.197,0.341,-3.485,0.243,89.905,0.277
David Bowie,Rock,spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,,6Of2pmhidAo1cveRkhoQOe,Space Oddity - 1979 Version; 2017 Remaster,0.107,0,0.38,0.0582,0.0644,-10.102,0.712,64.705,0.132
Donovan,Rock,spotify:artist:6vLlQYujOujIrm7zAKzEdG,,7AL6qzIDHIX7pEUWrzNiIs,Hurdy Gurdy Man,0.00379,0.0442,0.463,0.0542,0.392,-16.167,0.405,79.451,0.542
Saxon,Rock,spotify:artist:71vVmHeNgCVSa5SVmfvscU,,4ie42LCUKcp68EnZOMw9PG,Wheels of Steel - 2009 Remastered Version,0.00147,0.742,0.783,0.0517,0.151,-6.651,0.539,131.374,0.143
Candlebox,Rock,spotify:artist:3R6c2tWDBeYB1GncjLMn9n,,3mhOmh4tRKsMfnRmgZfeBm,Far Behind,0.00187,1.38E-06,0.645,0.0268,0.0424,-6.595,0.552,89.518,0.588
Neil Young,Rock,spotify:artist:6v8FB84lnmJs434UJf2Mrm,,4Y7fEQ4PAzhlLnLviRw2P4,Rockin' in the Free World,0.000736,3.19E-05,0.883,0.0306,0.369,-4.986,0.491,131.75,0.518
David Bowie,Rock,spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,,2zXKgMME91bkyAxKi0cOkm,"Peter and the Wolf, Op. 67: The Story Begins",0.665,0.832,0.132,0.0413,0.249,-17.153,0.327,96.511,0.216
The Doors,Rock,spotify:artist:22WZ7M8sxp5THdruNY3gXt,,5uvosCdMlFdTXhoazkTI5R,Light My Fire,0.369,2.16E-05,0.725,0.0324,0.0905,-5.787,0.413,124.618,0.44
Electric Light Orchestra,Rock,spotify:artist:7jefIIksOi1EazgRTfW2Pk,,6p48AsXt0IBCamEdRPngjb,Shangri-La,0.619,0.000825,0.47,0.0296,0.134,-8.74,0.223,78.68,0.322
Cake,Rock,spotify:artist:6A43Djmhbe9100UwnI7epV,,3OOFEF20WqtsUPcRbPY3L7,Short Skirt / Long Jacket,0.0028,0.0345,0.899,0.0451,0.0263,-6.552,0.778,119.995,0.881
Daryl Hall & John Oates,Rock,spotify:artist:77tT1kLj6mCWtFNqiOmP9H,,0qRR9d89hIS0MHRkQ0ejxX,Rich Girl,0.461,0,0.683,0.176,0.0935,-6.644,0.573,169.519,0.817
Electric Light Orchestra,Rock,spotify:artist:7jefIIksOi1EazgRTfW2Pk,,3dubLey4QOmUjJCyiGPEMo,Confusion,0.662,4.44E-05,0.577,0.0277,0.103,-8.516,0.699,111.264,0.796
The Zombies,Rock,spotify:artist:2jgPkn6LuUazBoBk6vvjh5,,5QXqz1KDz8Z8DmfQoxWmmy,Care Of Cell 44,0.265,0.0136,0.58,0.0285,0.0973,-7.011,0.421,129.959,0.403
Eddie Money,Rock,spotify:artist:4Tw2N3wdvJPGEU7JqMxFfE,,22CIOfLZB9z8He7WgHYAgH,Two Tickets to Paradise,0.0056,0.000425,0.68,0.0282,0.148,-13.255,0.623,129.713,0.737
Foreigner,Rock,spotify:artist:6IRouO5mvvfcyxtPDKMYFN,,08onVqQ8YicJ98Ycm1qoLf,Urgent,0.342,0.00732,0.803,0.0316,0.0841,-5.849,0.855,114.867,0.962
The Presidents Of The United States Of America,Rock,spotify:artist:1lZvg4fNAqHoj6I9N8naBM,,7wck5ORA8dJB8To9rc10gi,Video Killed The Radio Star,0.184,0,0.713,0.0578,0.102,-6.868,0.578,140.72,0.741
Led Zeppelin,Rock,spotify:artist:36QJpDe2go2KgaRleHCDTp,,3i25w2HOWoafnTIiWJCL71,Fool in the Rain - Remaster,0.124,0.00151,0.912,0.0487,0.239,-7.512,0.52,131.403,0.702
Electric Light Orchestra,Rock,spotify:artist:7jefIIksOi1EazgRTfW2Pk,,3gTXUWpHvPT1U0nJLSpFqH,Wishing,0.732,0.00135,0.25,0.0272,0.146,-11.215,0.489,174.979,0.387
Ozzy Osbourne,Rock,spotify:artist:6ZLTlhejhndI4Rh53vYhrY,,2E7W1X4maFFcjHrVrFA7Vs,Bark at the Moon,0.00253,6.20E-05,0.961,0.243,0.132,-5.333,0.303,146.591,0.305
ZZ Top,Rock,spotify:artist:2AM4ilv6UzW0uMRuqKtDgN,,7t6CAWplijBj4sdl0q3z0e,Legs - 2008 Remaster,0.00957,0.0708,0.946,0.0378,0.36,-5.357,0.611,125.398,0.763
Father John Misty,Rock,spotify:artist:2kGBy2WHvF0VdZyqiVCkDT,,17ogyMCuQ3aWoFQkNldC9U,To S.,0.745,0.00129,0.312,0.0274,0.0935,-9.955,0.395,72.734,0.0835
Overkill,Rock,spotify:artist:0NmYchKQ8JIR9QHYJA0FRe,,41JO1vI5HbsJLhro5dgsh0,The Years of Decay,0.0422,0.00563,0.372,0.0356,0.0682,-16.307,0.319,109.606,0.236
Eddie Money,Rock,spotify:artist:4Tw2N3wdvJPGEU7JqMxFfE,,6ilhA8FpQSQIUqBNVQBQiE,Baby Hold On,0.245,1.06E-06,0.76,0.0501,0.0973,-8.424,0.641,120.237,0.805
The Doors,Rock,spotify:artist:22WZ7M8sxp5THdruNY3gXt,,3bWGaqVeYKMlLss40mPgNn,"Hello, I Love You",0.029,0,0.554,0.0425,0.0766,-14.144,0.597,117.835,0.963
TOTO,Rock,spotify:artist:0PFtn5NtBbbUNbU9EAmIWF,,4aVuWgvD0X63hcOCnZtNFA,Hold the Line,0.00783,0.0618,0.898,0.0561,0.173,-4.797,0.473,96.556,0.808
ZZ Top,Rock,spotify:artist:2AM4ilv6UzW0uMRuqKtDgN,,0OBwxFLu6Yj61s2OagYbgY,Gimme All Your Lovin',0.00322,0.0237,0.788,0.0298,0.0883,-6.7,0.63,120.059,0.63
The Clash,Rock,spotify:artist:3RGLhK1IP9jnYFH4BRFJBS,,39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,0.079,0,0.833,0.115,0.384,-6.463,0.742,113.375,0.816
Judas Priest,Rock,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,,7sicPw7V9SYJl3Zjme9i4p,Heading Out to the Highway,0.00635,0,0.922,0.0529,0.305,-4.519,0.444,140.212,0.301
Journey,Rock,spotify:artist:0rvjqX7ttXeg3mTy8Xscbt,,0VQ0n5gMgJLNixG8BfWBT5,"Lovin', Touchin', Squeezin'",0.0992,0.000179,0.644,0.0439,0.231,-8.608,0.401,211.261,0.714
Led Zeppelin,Rock,spotify:artist:36QJpDe2go2KgaRleHCDTp,,7HQrFPtLEpgTJaEVujH8OO,Rock and Roll - Remaster,0.00091,0.00142,0.879,0.0406,0.0972,-7.533,0.317,169.534,0.849
ZZ Top,Rock,spotify:artist:2AM4ilv6UzW0uMRuqKtDgN,,1UBQ5GK8JaQjm5VbkBZY66,Sharp Dressed Man - 2008 Remaster,0.000359,0.00124,0.859,0.0276,0.0871,-5.263,0.601,125.145,0.446
Blue Öyster Cult,Rock,spotify:artist:00tVTdpEhQQw1bqdu8RCx2,,5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,0.0029,0.000211,0.927,0.0733,0.297,-8.55,0.333,141.47,0.382
Machine Head,Rock,spotify:artist:0lVlNsuGaOr9vMHCZIAKMt,,3qHlBxD3acw5nrl7Padt0v,Davidian,0.000535,0.118,0.937,0.168,0.227,-6.952,0.278,154.244,0.29
Black Sabbath,Rock,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,,2GnVuaoKSkB6Xa07l1BBg8,N.I.B.,0.0838,1.59E-05,0.556,0.0646,0.125,-10.586,0.476,103.122,0.43
Judas Priest,Rock,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,,0IXpUl1fn2QZcBavfuq0H4,Living After Midnight,0.0136,1.75E-06,0.824,0.0534,0.0606,-6.046,0.61,134.992,0.819
Muse,Rock,spotify:artist:12Chz98pHFMPJEknJQMWvI,,7ouMYWpwJ422jRcDASZB7P,Knights of Cydonia,0.000273,0.0122,0.963,0.142,0.115,-5.301,0.366,137.114,0.211
Placebo,Rock,spotify:artist:6RZUqkomCmb8zCRqc9eznB,,1TqmZVIyeD4aN4Wa0wbnfy,Pure Morning,0.0372,4.04E-05,0.898,0.0675,0.11,-6.835,0.387,81.354,0.202
Billy Joel,Rock,spotify:artist:6zFYqv1mOsgBRQbae3JJ9e,,1xOXXYh6lTW8laxlW7JP2J,Only the Good Die Young,0.159,0,0.872,0.159,0.0935,-6.126,0.579,76.214,0.761
Black Label Society,Rock,spotify:artist:0zfT626RwO6zN3RDYeRit5,,3tS1VMpxp9bLn46Cyh09el,Stillborn,2.27E-05,0.000939,0.881,0.0366,0.376,-4.719,0.585,107.028,0.425
Rage Against The Machine,Rock,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,,3FUS56gKr9mVBmzvlnodlh,Killing In the Name,0.0185,2.04E-06,0.779,0.257,0.0247,-6.323,0.457,86.573,0.734
Led Zeppelin,Rock,spotify:artist:36QJpDe2go2KgaRleHCDTp,,4Sc5qEOSFI5rfS9IDyu0GO,Four Sticks - Remaster,0.174,0.814,0.837,0.0624,0.0906,-10.465,0.507,107.013,0.318
Judas Priest,Rock,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,,36IWziKKiPQ65IU4cBQ5l2,Love Bites,0.000175,0.0939,0.825,0.0589,0.206,-6.936,0.476,138.628,0.252
Screaming Trees,Rock,spotify:artist:3Ukr3Ufjg8ygRJv7Ww887f,,7qzFXUvBk7lELXuxVREypV,Nearly Lost You,3.84E-05,6.15E-05,0.971,0.119,0.21,-5.231,0.166,202.234,0.434
Jimi Hendrix,Rock,spotify:artist:776Uo845nYHJpNaStv1Ds4,,5nJ9WqiiVz9Rz6a2xLhHlZ,"Star Spangled Banner - Live at The Woodstock Music & Art Fair, August 18, 1969",0.608,0.868,0.898,0.177,0.428,-9.236,0.209,109.906,0.358
James Taylor,Rock,spotify:artist:0vn7UBvSQECKJm2817Yf1P,,2T5Ch09nefwckOu5NQvjIk,Carolina in My Mind,0.118,0.000562,0.267,0.0348,0.132,-15.11,0.579,74.899,0.353
Neil Young,Rock,spotify:artist:6v8FB84lnmJs434UJf2Mrm,,6VltRkmJbCTqgKrTHk4Ulw,"My My, Hey Hey (Out of the Blue) - 2016 Remaster",0.856,0.000375,0.4,0.0294,0.333,-13.697,0.502,127.182,0.435
WALK THE MOON,Rock,spotify:artist:6DIS6PRrLS3wbnZsf7vYic,,5deDWZeDHWfYk9xaq9ynh4,Back 2 U (feat. WALK THE MOON),0.021,7.94E-06,0.875,0.0512,0.139,-6.221,0.635,126.034,0.545
Pearl Jam,Rock,spotify:artist:1w5Kfo2jwwIPruYS2UWh56,,5Xak5fmy089t0FYmh3VJiY,Black,0.323,0,0.684,0.0308,0.34,-6.457,0.36,77.15,0.2
Led Zeppelin,Rock,spotify:artist:36QJpDe2go2KgaRleHCDTp,,3qT4bUD1MaWpGrTwcvguhb,Black Dog - Remaster,0.396,0.0314,0.864,0.0904,0.242,-7.842,0.437,81.394,0.749
Electric Light Orchestra,Rock,spotify:artist:7jefIIksOi1EazgRTfW2Pk,,4VRTc5oeHT6Wtz0WzdArGJ,Midnight Blue,0.79,0,0.313,0.0283,0.126,-13.124,0.565,141.147,0.358
Kid Rock,Rock,spotify:artist:7dOBabd5O4CvKrg4iriHTM,,0f37VQs969vZUL4gVfHRV9,Bawitdaba,0.00172,0.000239,0.939,0.171,0.109,-5.371,0.551,90.592,0.367
Eagles,Rock,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,,2bzgKuK3pVez40qUvo8sYr,Heartache Tonight - 2013 Remaster,0.0778,0.000226,0.511,0.0409,0.0714,-6.454,0.81,113.153,0.858
Eagles,Rock,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,,40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,0.00574,0.000494,0.508,0.027,0.0575,-9.484,0.579,147.125,0.609
Jimi Hendrix,Rock,spotify:artist:776Uo845nYHJpNaStv1Ds4,,2SYZIpQMYKnkIwqYNrGFYF,Fire,0.00184,0.0403,0.948,0.15,0.323,-5.133,0.49,153.517,0.568
Led Zeppelin,Rock,spotify:artist:36QJpDe2go2KgaRleHCDTp,,0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,0.0484,0.131,0.902,0.405,0.405,-11.6,0.412,89.74,0.422
W.A.S.P.,Rock,spotify:artist:3BVkDHWRvLJEyKdvhLbjsq,,2RiYPJlh9iAidCJdx5yjTb,Mean Man,0.000581,0.892,0.987,0.0495,0.473,-5.533,0.297,168.139,0.653
Led Zeppelin,Rock,spotify:artist:36QJpDe2go2KgaRleHCDTp,,78lgmZwycJ3nzsdgmPPGNx,Immigrant Song - Remaster,0.013,0.169,0.932,0.0554,0.349,-10.068,0.564,112.937,0.619
Bruce Springsteen,Rock,spotify:artist:3eqjTLE0HfPfh78zjh6TqT,,0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,0.000373,7.75E-05,0.952,0.061,0.1,-6.042,0.398,122.093,0.584
Joe Walsh,Rock,spotify:artist:5bDxAyJiTYBat1YnFJhvEK,,2wvMC5EyaaYQwBfiwwY2xE,Life's Been Good,0.25,0.00915,0.476,0.0711,0.113,-12.897,0.505,99.31,0.542
The Doobie Brothers,Rock,spotify:artist:39T6qqI0jDtSWWioX8eGJz,,4nXkbcTj3nyww1cHkw5Rap,Long Train Runnin',0.0916,0.00211,0.912,0.0393,0.0562,-7.275,0.575,117.399,0.843
Mastodon,Rock,spotify:artist:1Dvfqq39HxvCJ3GvfeIFuT,,3jagGO7eHHuaD53ibehkux,Blood and Thunder,8.58E-06,0.729,0.935,0.0724,0.0317,-6.548,0.364,92.717,0.478
Jimi Hendrix,Rock,spotify:artist:776Uo845nYHJpNaStv1Ds4,,0wJoRiX5K5BxlqZTolB2LD,Purple Haze,0.00876,0.578,0.905,0.0754,0.0698,-5.27,0.533,108.9,0.486
Bob Dylan,Rock,spotify:artist:74ASZWbe4lXaubB36ztrGX,,3AhXZa8sUQht0UEdBJgpGc,Like a Rolling Stone,0.729,0,0.721,0.032,0.189,-6.836,0.483,95.261,0.562
The Hollies,Rock,spotify:artist:6waa8mKu91GjzD4NlONlNJ,,6yLIqXX9edg1x0HZS7cZEv,The Air That I Breathe - 2008 Remaster,0.242,0.00164,0.473,0.0309,0.158,-8.375,0.279,167.792,0.246
Def Leppard,Rock,spotify:artist:6H1RjVyNruCmrBEWRbD0VZ,,75oevwx73ARfBETVleOxFM,Foolin' - Live,0.00159,8.48E-05,0.907,0.0402,0.907,-5.585,0.331,113.377,0.387
Stevie Ray Vaughan,Rock,spotify:artist:5fsDcuclIe8ZiBD5P787K1,,0nFZ2HQRnIxiwraCm2X6Uq,Mary Had a Little Lamb,0.0882,0.153,0.493,0.0302,0.264,-13.782,0.678,122.627,0.914
Metal Church,Rock,spotify:artist:0exvkfkATkqWOJgugTjJhP,,34LXW73avo8xz0NLiVuiow,Metal Church,0.000679,0.0563,0.947,0.0751,0.262,-8.516,0.428,102.335,0.223
Jefferson Airplane,Rock,spotify:artist:2qFr8w5sWUITRlzZ9kZotF,,4vpeKl0vMGdAXpZiQB2Dtd,White Rabbit,0.486,0.000273,0.293,0.0272,0.0864,-12.503,0.551,106.798,0.322
Tom Petty and the Heartbreakers,Rock,spotify:artist:4tX2TplrkIP4v05BNC903e,,7MRyJPksH3G2cXHN8UKYzP,American Girl,0.448,0.000127,0.824,0.0334,0.366,-5.988,0.55,114.512,0.777
Saint Motel,Rock,spotify:artist:1dWEYMPtNmvSVaDNLgB6NV,,2DFi8rwHcVkTTgu7PULhtI,My Type,0.0641,5.24E-05,0.897,0.0462,0.0628,-2.94,0.596,118,0.578
Deftones,Rock,spotify:artist:6Ghvu1VvMGScGpOUJBAHNH,,51c94ac31swyDQj9B3Lzs3,Change (In the House of Flies),0.000249,0.000246,0.853,0.0854,0.118,-4.647,0.269,141.581,0.179
Led Zeppelin,Rock,spotify:artist:36QJpDe2go2KgaRleHCDTp,,2nVHqZbOGkKWzlcy1aMbE7,Kashmir - 1990 Remaster,0.488,4.22E-05,0.536,0.0427,0.155,-11.166,0.48,80.617,0.581
Bruce Springsteen,Rock,spotify:artist:3eqjTLE0HfPfh78zjh6TqT,,6hTcuIQa0sxrrByu9wTD7s,Born to Run,0.00501,2.05E-05,0.944,0.0975,0.116,-4.199,0.27,146.347,0.606
Ozzy Osbourne,Rock,spotify:artist:6ZLTlhejhndI4Rh53vYhrY,,6eEYGGFfFbtKHCgJM4uh9v,Ordinary Man (feat. Elton John),0.0665,9.86E-06,0.599,0.0286,0.137,-2.135,0.428,125.83,0.134
Saxon,Rock,spotify:artist:71vVmHeNgCVSa5SVmfvscU,,7EX9PbJir6IF8P2k5O5AeD,The Eagle Has Landed - 1999 Remastered Version,2.48E-05,0.129,0.662,0.0372,0.243,-12.198,0.407,132.498,0.253
Foghat,Rock,spotify:artist:6x33CmZWo2Ve4hxYl2Craq,,5aYVqxyetmT5OYmvZCA90X,Slow Ride,0.00608,0.00707,0.642,0.0487,0.175,-10.527,0.449,113.638,0.586
Jack White,Rock,spotify:artist:4FZ3j1oH43e7cukCALsCwf,,6u4LEmy2iPaWpdtKbkZtJV,Great High Mountain,0.91,0.000213,0.189,0.0313,0.0915,-14.356,0.539,102.817,0.413
Alice Cooper,Rock,spotify:artist:3EhbVgyfGd7HkpsagwL9GS,,5D2eCwqbHcqOnfHOCM6TnV,No More Mr. Nice Guy,0.0936,0,0.515,0.0395,0.1,-11.985,0.498,127.761,0.616
Pink Floyd,Rock,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,,6mFkJmJqdDVQ1REhVfGgd1,Wish You Were Here,0.735,0.0114,0.262,0.0414,0.832,-15.73,0.481,122.883,0.375
LCD Soundsystem,Rock,spotify:artist:066X20Nz7iquqkkCW6Jxy6,,7gTMsKyhm6vuUWoxRaFpsJ,Never as Tired as When I'm Waking Up,0.408,0.0222,0.482,0.0262,0.199,-6.631,0.647,125.816,0.359
Saxon,Rock,spotify:artist:71vVmHeNgCVSa5SVmfvscU,,1eFgA3X5DMj4SrARCtUEDQ,Power and the Glory - 1999 Remastered Version,0.000139,0.00115,0.906,0.0411,0.0977,-11.932,0.362,95.884,0.407
Black Sabbath,Rock,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,,5UKckaMguE3B04VNcxI9DV,It's Alright,0.242,0.000526,0.575,0.0289,0.16,-10.74,0.385,79.836,0.463
Scorpions,Rock,spotify:artist:27T030eWyCQRmDyuvr1kxY,,46QazXxQS0B31CnbRCy8CV,Rock You Like a Hurricane,0.000261,0.00454,0.891,0.0361,0.314,-3.381,0.587,124.005,0.705
Korn,Rock,spotify:artist:3RNrq3jvMZxD9ZyoOZbQOD,,6Ag2LMNiOp7LzVwtBcyTSH,Blind,0.00575,0.000999,0.9,0.163,0.158,-7.684,0.345,93.028,0.251
Incubus,Rock,spotify:artist:3YcBF2ttyueytpXtEzn1Za,,1rSo624QuuCteNxAzsU3SV,Megalomaniac,0.0056,0.000587,0.943,0.0512,0.317,-4.549,0.532,140.042,0.371
Cheap Trick,Rock,spotify:artist:1LB8qB5BPb3MHQrfkvifXU,,6hnCx2jmD0RPkbtzUXSBn4,"I Want You to Want Me - Live at Nippon Budokan, Tokyo, JPN - April 1978",0.00962,0.011,0.887,0.0438,0.556,-8.873,0.338,206.255,0.399
Metal Church,Rock,spotify:artist:0exvkfkATkqWOJgugTjJhP,,3aKhLm5mONfAtS1NZXG8f4,Badlands,0.00163,0.0275,0.912,0.0713,0.297,-8.832,0.372,166.889,0.459
Grateful Dead,Rock,spotify:artist:4TMHGUX5WI7OOm53PqSDAT,,1I6l01BaBgBCVkfQCpIlR6,Truckin' - 2013 Remaster,0.389,0.0202,0.623,0.059,0.0617,-13.862,0.644,126.553,0.676
Pearl Jam,Rock,spotify:artist:1w5Kfo2jwwIPruYS2UWh56,,679zqcQuKakOGI93NPCqB8,Present Tense,0.403,0.17,0.272,0.0325,0.0806,-13.492,0.403,130.872,0.105
Incubus,Rock,spotify:artist:3YcBF2ttyueytpXtEzn1Za,,0LkssuXRYPFYapjXH9pJBX,The Warmth,0.0139,0.0108,0.679,0.0598,0.18,-7.488,0.594,147.028,0.351
Foreigner,Rock,spotify:artist:6IRouO5mvvfcyxtPDKMYFN,,3SczV3nRJdCX1Tt1cO5481,"Long, Long Way from Home - 2008 Remaster",0.264,3.34E-05,0.956,0.0462,0.149,-4.311,0.589,129.34,0.435
